,Country,Gender,Demographics Response,Question,Value
2449,Colombia,M,25-34,... if she argues with him,1.2
2450,Colombia,M,35-49,... if she argues with him,1.3
2451,Colombia,M,15-24,... if she goes out without telling him,1.7
2452,Colombia,M,25-34,... if she goes out without telling him,1.3
2453,Colombia,M,35-49,... if she goes out without telling him,1.3
2454,Colombia,M,15-24,... if she neglects the children,3.5
2455,Colombia,M,25-34,... if she neglects the children,2.8
2456,Colombia,M,35-49,... if she neglects the children,2.7
2457,Colombia,M,15-24,... if she refuses to have sex with him,1.6
2458,Colombia,M,25-34,... if she refuses to have sex with him,1.1
2459,Colombia,M,35-49,... if she refuses to have sex with him,1.2
2522,Comoros,F,35-49,... if she burns the food,10.0
2525,Comoros,F,25-34,... if she burns the food,11.6
2531,Comoros,F,15-24,... if she burns the food,15.1
2536,Comoros,M,35-49,... if she burns the food,0.9
2542,Comoros,M,25-34,... if she burns the food,2.9
2547,Comoros,M,15-24,... if she burns the food,4.8
2550,Comoros,F,15-24,... for at least one specific reason,42.5
2551,Comoros,F,25-34,... for at least one specific reason,36.0
2552,Comoros,F,35-49,... for at least one specific reason,36.6
2553,Comoros,F,15-24,... if she argues with him,18.1
2554,Comoros,F,25-34,... if she argues with him,14.2
2555,Comoros,F,35-49,... if she argues with him,13.4
2556,Comoros,F,15-24,... if she goes out without telling him,30.6
2557,Comoros,F,25-34,... if she goes out without telling him,26.4
2558,Comoros,F,35-49,... if she goes out without telling him,27.0
2559,Comoros,F,15-24,... if she neglects the children,32.9
2560,Comoros,F,25-34,... if she neglects the children,27.0
2561,Comoros,F,35-49,... if she neglects the children,27.7
2562,Comoros,F,15-24,... if she refuses to have sex with him,20.6
2563,Comoros,F,25-34,... if she refuses to have sex with him,19.9
2564,Comoros,F,35-49,... if she refuses to have sex with him,19.0
2625,Comoros,M,15-24,... for at least one specific reason,26.0
2626,Comoros,M,25-34,... for at least one specific reason,14.1
2627,Comoros,M,35-49,... for at least one specific reason,8.4
2628,Comoros,M,15-24,... if she argues with him,11.9
2629,Comoros,M,25-34,... if she argues with him,4.8
2630,Comoros,M,35-49,... if she argues with him,1.6
2631,Comoros,M,15-24,... if she goes out without telling him,10.8
2632,Comoros,M,25-34,... if she goes out without telling him,5.4
2633,Comoros,M,35-49,... if she goes out without telling him,3.3
2634,Comoros,M,15-24,... if she neglects the children,12.8
2635,Comoros,M,25-34,... if she neglects the children,4.6
2636,Comoros,M,35-49,... if she neglects the children,4.4
2637,Comoros,M,15-24,... if she refuses to have sex with him,10.1
2638,Comoros,M,25-34,... if she refuses to have sex with him,9.5
2639,Comoros,M,35-49,... if she refuses to have sex with him,3.8
2700,Congo,F,15-24,... if she burns the food,14.9
2701,Congo,F,25-34,... if she burns the food,14.9
2702,Congo,F,35-49,... if she burns the food,14.9
2715,Congo,M,15-24,... if she burns the food,14.9
2716,Congo,M,25-34,... if she burns the food,14.9
2717,Congo,M,35-49,... if she burns the food,14.9
2730,Congo,F,15-24,... for at least one specific reason,56.35000000000001
2731,Congo,F,25-34,... for at least one specific reason,56.35000000000001
2732,Congo,F,35-49,... for at least one specific reason,56.35000000000001
2733,Congo,F,15-24,... if she argues with him,14.9
2734,Congo,F,25-34,... if she argues with him,14.9
2735,Congo,F,35-49,... if she argues with him,14.9
2736,Congo,F,15-24,... if she goes out without telling him,42.8
2737,Congo,F,25-34,... if she goes out without telling him,39.9
2738,Congo,F,35-49,... if she goes out without telling him,39.2
2739,Congo,F,15-24,... if she neglects the children,50.9
2740,Congo,F,25-34,... if she neglects the children,44.9
2741,Congo,F,35-49,... if she neglects the children,43.3
2742,Congo,F,15-24,... if she refuses to have sex with him,24.9
2743,Congo,F,25-34,... if she refuses to have sex with him,25.9
2744,Congo,F,35-49,... if she refuses to have sex with him,28.9
2805,Congo,M,15-24,... for at least one specific reason,48.9
2806,Congo,M,25-34,... for at least one specific reason,42.9
2807,Congo,M,35-49,... for at least one specific reason,36.2
2808,Congo,M,15-24,... if she argues with him,14.9
2809,Congo,M,25-34,... if she argues with him,14.9
2810,Congo,M,35-49,... if she argues with him,14.9
2811,Congo,M,15-24,... if she goes out without telling him,24.1
2812,Congo,M,25-34,... if she goes out without telling him,21.2
2813,Congo,M,35-49,... if she goes out without telling him,21.1
2814,Congo,M,15-24,... if she neglects the children,35.8
2815,Congo,M,25-34,... if she neglects the children,32.2
2816,Congo,M,35-49,... if she neglects the children,25.1
2817,Congo,M,15-24,... if she refuses to have sex with him,15.1
2818,Congo,M,25-34,... if she refuses to have sex with him,14.1
2819,Congo,M,35-49,... if she refuses to have sex with him,10.2
2883,Congo Democratic Republic,F,35-49,... if she burns the food,22.5
2887,Congo Democratic Republic,F,25-34,... if she burns the food,23.9
2892,Congo Democratic Republic,F,15-24,... if she burns the food,25.9
2896,Congo Democratic Republic,M,35-49,... if she burns the food,10.7
2900,Congo Democratic Republic,M,25-34,... if she burns the food,13.2
2908,Congo Democratic Republic,M,15-24,... if she burns the food,19.8
2910,Congo Democratic Republic,F,15-24,... for at least one specific reason,56.35000000000001
2911,Congo Democratic Republic,F,25-34,... for at least one specific reason,56.35000000000001
2912,Congo Democratic Republic,F,35-49,... for at least one specific reason,56.35000000000001
2913,Congo Democratic Republic,F,15-24,... if she argues with him,56.35000000000001
2914,Congo Democratic Republic,F,25-34,... if she argues with him,56.35000000000001
2915,Congo Democratic Republic,F,35-49,... if she argues with him,54.3
2916,Congo Democratic Republic,F,15-24,... if she goes out without telling him,49.6
2917,Congo Democratic Republic,F,25-34,... if she goes out without telling him,50.5
2918,Congo Democratic Republic,F,35-49,... if she goes out without telling him,46.5
2919,Congo Democratic Republic,F,15-24,... if she neglects the children,52.6
2920,Congo Democratic Republic,F,25-34,... if she neglects the children,51.7
2921,Congo Democratic Republic,F,35-49,... if she neglects the children,49.2
2922,Congo Democratic Republic,F,15-24,... if she refuses to have sex with him,40.8
2923,Congo Democratic Republic,F,25-34,... if she refuses to have sex with him,46.1
2924,Congo Democratic Republic,F,35-49,... if she refuses to have sex with him,44.4
2985,Congo Democratic Republic,M,15-24,... for at least one specific reason,56.35000000000001
2986,Congo Democratic Republic,M,25-34,... for at least one specific reason,56.35000000000001
2987,Congo Democratic Republic,M,35-49,... for at least one specific reason,52.2
2988,Congo Democratic Republic,M,15-24,... if she argues with him,47.2
2989,Congo Democratic Republic,M,25-34,... if she argues with him,42.6
2990,Congo Democratic Republic,M,35-49,... if she argues with him,35.1
2991,Congo Democratic Republic,M,15-24,... if she goes out without telling him,38.1
2992,Congo Democratic Republic,M,25-34,... if she goes out without telling him,32.6
2993,Congo Democratic Republic,M,35-49,... if she goes out without telling him,25.1
2994,Congo Democratic Republic,M,15-24,... if she neglects the children,45.4
2995,Congo Democratic Republic,M,25-34,... if she neglects the children,40.7
2996,Congo Democratic Republic,M,35-49,... if she neglects the children,32.5
2997,Congo Democratic Republic,M,15-24,... if she refuses to have sex with him,26.6
2998,Congo Democratic Republic,M,25-34,... if she refuses to have sex with him,21.4
2999,Congo Democratic Republic,M,35-49,... if she refuses to have sex with him,20.8
3066,Cote d'Ivoire,F,15-24,... if she burns the food,16.0
3067,Cote d'Ivoire,F,25-34,... if she burns the food,16.4
3069,Cote d'Ivoire,F,35-49,... if she burns the food,16.9
3077,Cote d'Ivoire,M,35-49,... if she burns the food,7.7
3079,Cote d'Ivoire,M,25-34,... if she burns the food,11.2
3089,Cote d'Ivoire,M,15-24,... if she burns the food,17.7
3090,Cote d'Ivoire,F,15-24,... for at least one specific reason,50.6
3091,Cote d'Ivoire,F,25-34,... for at least one specific reason,46.3
3092,Cote d'Ivoire,F,35-49,... for at least one specific reason,45.9
3093,Cote d'Ivoire,F,15-24,... if she argues with him,35.4
3094,Cote d'Ivoire,F,25-34,... if she argues with him,33.8
3095,Cote d'Ivoire,F,35-49,... if she argues with him,33.5
3096,Cote d'Ivoire,F,15-24,... if she goes out without telling him,25.9
3097,Cote d'Ivoire,F,25-34,... if she goes out without telling him,27.0
3098,Cote d'Ivoire,F,35-49,... if she goes out without telling him,26.9
3099,Cote d'Ivoire,F,15-24,... if she neglects the children,34.4
3100,Cote d'Ivoire,F,25-34,... if she neglects the children,31.7
3101,Cote d'Ivoire,F,35-49,... if she neglects the children,31.6
3102,Cote d'Ivoire,F,15-24,... if she refuses to have sex with him,20.2
3103,Cote d'Ivoire,F,25-34,... if she refuses to have sex with him,21.4
3104,Cote d'Ivoire,F,35-49,... if she refuses to have sex with him,23.6
3165,Cote d'Ivoire,M,15-24,... for at least one specific reason,49.0
3166,Cote d'Ivoire,M,25-34,... for at least one specific reason,42.8
3167,Cote d'Ivoire,M,35-49,... for at least one specific reason,32.2
3168,Cote d'Ivoire,M,15-24,... if she argues with him,30.6
3169,Cote d'Ivoire,M,25-34,... if she argues with him,25.0
3170,Cote d'Ivoire,M,35-49,... if she argues with him,20.3
3171,Cote d'Ivoire,M,15-24,... if she goes out without telling him,24.6
3172,Cote d'Ivoire,M,25-34,... if she goes out without telling him,22.0
3173,Cote d'Ivoire,M,35-49,... if she goes out without telling him,18.7
3174,Cote d'Ivoire,M,15-24,... if she neglects the children,33.5
3175,Cote d'Ivoire,M,25-34,... if she neglects the children,30.9
3176,Cote d'Ivoire,M,35-49,... if she neglects the children,20.6
3177,Cote d'Ivoire,M,15-24,... if she refuses to have sex with him,14.1
3178,Cote d'Ivoire,M,25-34,... if she refuses to have sex with him,11.4
3179,Cote d'Ivoire,M,35-49,... if she refuses to have sex with him,9.1
3241,Dominican Republic,F,25-34,... if she burns the food,0.4
3247,Dominican Republic,F,15-24,... if she burns the food,0.7
3248,Dominican Republic,F,35-49,... if she burns the food,0.7
3258,Dominican Republic,M,35-49,... if she burns the food,0.5
3261,Dominican Republic,M,25-34,... if she burns the food,0.7
3267,Dominican Republic,M,15-24,... if she burns the food,1.4
3270,Dominican Republic,F,15-24,... for at least one specific reason,2.9
3271,Dominican Republic,F,25-34,... for at least one specific reason,2.3
3272,Dominican Republic,F,35-49,... for at least one specific reason,1.8
3273,Dominican Republic,F,15-24,... if she argues with him,0.8
3274,Dominican Republic,F,25-34,... if she argues with him,0.6
3275,Dominican Republic,F,35-49,... if she argues with him,0.6
3276,Dominican Republic,F,15-24,... if she goes out without telling him,0.7
3277,Dominican Republic,F,25-34,... if she goes out without telling him,1.1
3278,Dominican Republic,F,35-49,... if she goes out without telling him,0.7
3279,Dominican Republic,F,15-24,... if she neglects the children,1.9
3280,Dominican Republic,F,25-34,... if she neglects the children,1.7
3281,Dominican Republic,F,35-49,... if she neglects the children,1.5
3282,Dominican Republic,F,15-24,... if she refuses to have sex with him,0.5
3283,Dominican Republic,F,25-34,... if she refuses to have sex with him,0.3
3284,Dominican Republic,F,35-49,... if she refuses to have sex with him,0.3
3345,Dominican Republic,M,15-24,... for at least one specific reason,6.2
3346,Dominican Republic,M,25-34,... for at least one specific reason,3.6
3347,Dominican Republic,M,35-49,... for at least one specific reason,2.2
3348,Dominican Republic,M,15-24,... if she argues with him,1.5
3349,Dominican Republic,M,25-34,... if she argues with him,1.0
3350,Dominican Republic,M,35-49,... if she argues with him,0.6
3351,Dominican Republic,M,15-24,... if she goes out without telling him,3.4
3352,Dominican Republic,M,25-34,... if she goes out without telling him,1.9
3353,Dominican Republic,M,35-49,... if she goes out without telling him,1.1
3354,Dominican Republic,M,15-24,... if she neglects the children,3.6
3355,Dominican Republic,M,25-34,... if she neglects the children,2.1
3356,Dominican Republic,M,35-49,... if she neglects the children,1.0
3357,Dominican Republic,M,15-24,... if she refuses to have sex with him,0.8
3358,Dominican Republic,M,25-34,... if she refuses to have sex with him,0.9
3359,Dominican Republic,M,35-49,... if she refuses to have sex with him,0.2
3425,Egypt,F,25-34,... if she burns the food,6.5
3428,Egypt,F,15-24,... if she burns the food,7.3
3429,Egypt,F,35-49,... if she burns the food,7.3
3435,Egypt,M,15-24,... if she burns the food,14.9
3436,Egypt,M,25-34,... if she burns the food,14.9
3437,Egypt,M,35-49,... if she burns the food,14.9
3450,Egypt,F,15-24,... for at least one specific reason,40.5
3451,Egypt,F,25-34,... for at least one specific reason,33.7
3452,Egypt,F,35-49,... for at least one specific reason,35.5
3453,Egypt,F,15-24,... if she argues with him,14.4
3454,Egypt,F,25-34,... if she argues with him,11.5
3455,Egypt,F,35-49,... if she argues with him,13.3
3456,Egypt,F,15-24,... if she goes out without telling him,29.1
3457,Egypt,F,25-34,... if she goes out without telling him,23.5
3458,Egypt,F,35-49,... if she goes out without telling him,26.0
3459,Egypt,F,15-24,... if she neglects the children,27.6
3460,Egypt,F,25-34,... if she neglects the children,22.2
3461,Egypt,F,35-49,... if she neglects the children,24.6
3462,Egypt,F,15-24,... if she refuses to have sex with him,20.6
3463,Egypt,F,25-34,... if she refuses to have sex with him,18.3
3464,Egypt,F,35-49,... if she refuses to have sex with him,21.2
3525,Egypt,M,15-24,... for at least one specific reason,14.9
3526,Egypt,M,25-34,... for at least one specific reason,14.9
3527,Egypt,M,35-49,... for at least one specific reason,14.9
3528,Egypt,M,15-24,... if she argues with him,14.9
3529,Egypt,M,25-34,... if she argues with him,14.9
3530,Egypt,M,35-49,... if she argues with him,14.9
3531,Egypt,M,15-24,... if she goes out without telling him,14.9
3532,Egypt,M,25-34,... if she goes out without telling him,14.9
3533,Egypt,M,35-49,... if she goes out without telling him,14.9
3534,Egypt,M,15-24,... if she neglects the children,14.9
3535,Egypt,M,25-34,... if she neglects the children,14.9
3536,Egypt,M,35-49,... if she neglects the children,14.9
3537,Egypt,M,15-24,... if she refuses to have sex with him,14.9
3538,Egypt,M,25-34,... if she refuses to have sex with him,14.9
3539,Egypt,M,35-49,... if she refuses to have sex with him,14.9
3605,Eritrea,F,25-34,... if she burns the food,27.4
3607,Eritrea,F,15-24,... if she burns the food,29.3
3609,Eritrea,F,35-49,... if she burns the food,30.7
3615,Eritrea,M,15-24,... if she burns the food,14.9
3616,Eritrea,M,25-34,... if she burns the food,14.9
3617,Eritrea,M,35-49,... if she burns the food,14.9
3630,Eritrea,F,15-24,... for at least one specific reason,56.35000000000001
3631,Eritrea,F,25-34,... for at least one specific reason,56.35000000000001
3632,Eritrea,F,35-49,... for at least one specific reason,56.35000000000001
3633,Eritrea,F,15-24,... if she argues with him,42.6
3634,Eritrea,F,25-34,... if she argues with him,44.5
3635,Eritrea,F,35-49,... if she argues with him,47.2
3636,Eritrea,F,15-24,... if she goes out without telling him,49.5
3637,Eritrea,F,25-34,... if she goes out without telling him,51.4
3638,Eritrea,F,35-49,... if she goes out without telling him,54.7
3639,Eritrea,F,15-24,... if she neglects the children,50.6
3640,Eritrea,F,25-34,... if she neglects the children,50.2
3641,Eritrea,F,35-49,... if she neglects the children,52.2
3642,Eritrea,F,15-24,... if she refuses to have sex with him,43.6
3643,Eritrea,F,25-34,... if she refuses to have sex with him,48.3
3644,Eritrea,F,35-49,... if she refuses to have sex with him,53.1
3705,Eritrea,M,15-24,... for at least one specific reason,14.9
3706,Eritrea,M,25-34,... for at least one specific reason,14.9
3707,Eritrea,M,35-49,... for at least one specific reason,14.9
3708,Eritrea,M,15-24,... if she argues with him,14.9
3709,Eritrea,M,25-34,... if she argues with him,14.9
3710,Eritrea,M,35-49,... if she argues with him,14.9
3711,Eritrea,M,15-24,... if she goes out without telling him,14.9
3712,Eritrea,M,25-34,... if she goes out without telling him,14.9
3713,Eritrea,M,35-49,... if she goes out without telling him,14.9
3714,Eritrea,M,15-24,... if she neglects the children,14.9
3715,Eritrea,M,25-34,... if she neglects the children,14.9
3716,Eritrea,M,35-49,... if she neglects the children,14.9
3717,Eritrea,M,15-24,... if she refuses to have sex with him,14.9
3718,Eritrea,M,25-34,... if she refuses to have sex with him,14.9
3719,Eritrea,M,35-49,... if she refuses to have sex with him,14.9
3784,Eswatini,F,35-49,... if she burns the food,2.0
3785,Eswatini,F,25-34,... if she burns the food,2.4
3791,Eswatini,F,15-24,... if she burns the food,3.7
3796,Eswatini,M,25-34,... if she burns the food,1.5
3800,Eswatini,M,35-49,... if she burns the food,2.7
3807,Eswatini,M,15-24,... if she burns the food,6.1
3810,Eswatini,F,15-24,... for at least one specific reason,31.5
3811,Eswatini,F,25-34,... for at least one specific reason,15.7
3812,Eswatini,F,35-49,... for at least one specific reason,16.2
3813,Eswatini,F,15-24,... if she argues with him,23.4
3814,Eswatini,F,25-34,... if she argues with him,11.7
3815,Eswatini,F,35-49,... if she argues with him,11.5
3816,Eswatini,F,15-24,... if she goes out without telling him,13.5
3817,Eswatini,F,25-34,... if she goes out without telling him,4.5
3818,Eswatini,F,35-49,... if she goes out without telling him,6.6
3819,Eswatini,F,15-24,... if she neglects the children,17.0
3820,Eswatini,F,25-34,... if she neglects the children,6.3
3821,Eswatini,F,35-49,... if she neglects the children,5.7
3822,Eswatini,F,15-24,... if she refuses to have sex with him,3.2
3823,Eswatini,F,25-34,... if she refuses to have sex with him,3.2
3824,Eswatini,F,35-49,... if she refuses to have sex with him,3.6
3885,Eswatini,M,15-24,... for at least one specific reason,41.7
3886,Eswatini,M,25-34,... for at least one specific reason,21.9
3887,Eswatini,M,35-49,... for at least one specific reason,16.7
3888,Eswatini,M,15-24,... if she argues with him,30.5
3889,Eswatini,M,25-34,... if she argues with him,15.7
3890,Eswatini,M,35-49,... if she argues with him,11.6
3891,Eswatini,M,15-24,... if she goes out without telling him,20.3
3892,Eswatini,M,25-34,... if she goes out without telling him,9.9
3893,Eswatini,M,35-49,... if she goes out without telling him,7.4
3894,Eswatini,M,15-24,... if she neglects the children,21.5
3895,Eswatini,M,25-34,... if she neglects the children,9.0
3896,Eswatini,M,35-49,... if she neglects the children,6.9
3897,Eswatini,M,15-24,... if she refuses to have sex with him,4.4
3898,Eswatini,M,25-34,... if she refuses to have sex with him,2.6
3899,Eswatini,M,35-49,... if she refuses to have sex with him,3.2
3965,Ethiopia,F,15-24,... if she burns the food,36.4
3969,Ethiopia,F,25-34,... if she burns the food,40.6
3970,Ethiopia,F,35-49,... if she burns the food,43.5
3980,Ethiopia,M,25-34,... if she burns the food,10.3
3981,Ethiopia,M,35-49,... if she burns the food,11.2
3985,Ethiopia,M,15-24,... if she burns the food,13.1
3990,Ethiopia,F,15-24,... for at least one specific reason,56.35000000000001
3991,Ethiopia,F,25-34,... for at least one specific reason,56.35000000000001
3992,Ethiopia,F,35-49,... for at least one specific reason,56.35000000000001
3993,Ethiopia,F,15-24,... if she argues with him,38.6
3994,Ethiopia,F,25-34,... if she argues with him,43.6
3995,Ethiopia,F,35-49,... if she argues with him,45.6
3996,Ethiopia,F,15-24,... if she goes out without telling him,39.1
3997,Ethiopia,F,25-34,... if she goes out without telling him,46.0
3998,Ethiopia,F,35-49,... if she goes out without telling him,46.1
3999,Ethiopia,F,15-24,... if she neglects the children,45.0
4000,Ethiopia,F,25-34,... if she neglects the children,48.7
4001,Ethiopia,F,35-49,... if she neglects the children,49.5
4002,Ethiopia,F,15-24,... if she refuses to have sex with him,29.1
4003,Ethiopia,F,25-34,... if she refuses to have sex with him,37.5
4004,Ethiopia,F,35-49,... if she refuses to have sex with him,39.4
4065,Ethiopia,M,15-24,... for at least one specific reason,31.4
4066,Ethiopia,M,25-34,... for at least one specific reason,23.4
4067,Ethiopia,M,35-49,... for at least one specific reason,27.4
4068,Ethiopia,M,15-24,... if she argues with him,18.0
4069,Ethiopia,M,25-34,... if she argues with him,13.2
4070,Ethiopia,M,35-49,... if she argues with him,16.4
4071,Ethiopia,M,15-24,... if she goes out without telling him,17.0
4072,Ethiopia,M,25-34,... if she goes out without telling him,14.8
4073,Ethiopia,M,35-49,... if she goes out without telling him,18.6
4074,Ethiopia,M,15-24,... if she neglects the children,21.8
4075,Ethiopia,M,25-34,... if she neglects the children,15.9
4076,Ethiopia,M,35-49,... if she neglects the children,19.0
4077,Ethiopia,M,15-24,... if she refuses to have sex with him,14.1
4078,Ethiopia,M,25-34,... if she refuses to have sex with him,11.4
4079,Ethiopia,M,35-49,... if she refuses to have sex with him,11.9
4143,Gabon,F,25-34,... if she burns the food,9.8
4147,Gabon,F,15-24,... if she burns the food,10.6
4149,Gabon,F,35-49,... if she burns the food,11.7
4157,Gabon,M,35-49,... if she burns the food,5.2
4161,Gabon,M,25-34,... if she burns the food,6.6
4168,Gabon,M,15-24,... if she burns the food,8.5
4170,Gabon,F,15-24,... for at least one specific reason,55.0
4171,Gabon,F,25-34,... for at least one specific reason,46.2
4172,Gabon,F,35-49,... for at least one specific reason,47.9
4173,Gabon,F,15-24,... if she argues with him,27.0
4174,Gabon,F,25-34,... if she argues with him,23.6
4175,Gabon,F,35-49,... if she argues with him,27.6
4176,Gabon,F,15-24,... if she goes out without telling him,17.9
4177,Gabon,F,25-34,... if she goes out without telling him,18.1
4178,Gabon,F,35-49,... if she goes out without telling him,21.8
4179,Gabon,F,15-24,... if she neglects the children,45.0
4180,Gabon,F,25-34,... if she neglects the children,36.6
4181,Gabon,F,35-49,... if she neglects the children,37.3
4182,Gabon,F,15-24,... if she refuses to have sex with him,6.0
4183,Gabon,F,25-34,... if she refuses to have sex with him,9.5
4184,Gabon,F,35-49,... if she refuses to have sex with him,12.2
4245,Gabon,M,15-24,... for at least one specific reason,44.1
4246,Gabon,M,25-34,... for at least one specific reason,41.5
4247,Gabon,M,35-49,... for at least one specific reason,33.3
4248,Gabon,M,15-24,... if she argues with him,22.5
4249,Gabon,M,25-34,... if she argues with him,19.7
4250,Gabon,M,35-49,... if she argues with him,16.2
4251,Gabon,M,15-24,... if she goes out without telling him,14.9
4252,Gabon,M,25-34,... if she goes out without telling him,14.4
4253,Gabon,M,35-49,... if she goes out without telling him,12.8
4254,Gabon,M,15-24,... if she neglects the children,32.8
4255,Gabon,M,25-34,... if she neglects the children,31.2
4256,Gabon,M,35-49,... if she neglects the children,22.9
4257,Gabon,M,15-24,... if she refuses to have sex with him,7.4
4258,Gabon,M,25-34,... if she refuses to have sex with him,5.1
4259,Gabon,M,35-49,... if she refuses to have sex with him,5.0
4325,Gambia,F,25-34,... if she burns the food,9.1
4327,Gambia,F,35-49,... if she burns the food,10.0
4329,Gambia,F,15-24,... if she burns the food,12.0
4336,Gambia,M,35-49,... if she burns the food,3.1
4340,Gambia,M,25-34,... if she burns the food,4.3
4345,Gambia,M,15-24,... if she burns the food,9.1
4350,Gambia,F,15-24,... for at least one specific reason,56.35000000000001
4351,Gambia,F,25-34,... for at least one specific reason,56.35000000000001
4352,Gambia,F,35-49,... for at least one specific reason,56.35000000000001
4353,Gambia,F,15-24,... if she argues with him,24.9
4354,Gambia,F,25-34,... if she argues with him,23.8
4355,Gambia,F,35-49,... if she argues with him,22.9
4356,Gambia,F,15-24,... if she goes out without telling him,41.3
4357,Gambia,F,25-34,... if she goes out without telling him,42.3
4358,Gambia,F,35-49,... if she goes out without telling him,42.8
4359,Gambia,F,15-24,... if she neglects the children,36.3
4360,Gambia,F,25-34,... if she neglects the children,34.1
4361,Gambia,F,35-49,... if she neglects the children,34.8
4362,Gambia,F,15-24,... if she refuses to have sex with him,42.5
4363,Gambia,F,25-34,... if she refuses to have sex with him,46.0
4364,Gambia,F,35-49,... if she refuses to have sex with him,47.1
4425,Gambia,M,15-24,... for at least one specific reason,38.8
4426,Gambia,M,25-34,... for at least one specific reason,30.5
4427,Gambia,M,35-49,... for at least one specific reason,25.0
4428,Gambia,M,15-24,... if she argues with him,14.3
4429,Gambia,M,25-34,... if she argues with him,9.7
4430,Gambia,M,35-49,... if she argues with him,7.7
4431,Gambia,M,15-24,... if she goes out without telling him,26.2
4432,Gambia,M,25-34,... if she goes out without telling him,17.4
4433,Gambia,M,35-49,... if she goes out without telling him,14.5
4434,Gambia,M,15-24,... if she neglects the children,22.4
4435,Gambia,M,25-34,... if she neglects the children,16.9
4436,Gambia,M,35-49,... if she neglects the children,14.5
4437,Gambia,M,15-24,... if she refuses to have sex with him,23.4
4438,Gambia,M,25-34,... if she refuses to have sex with him,16.3
4439,Gambia,M,35-49,... if she refuses to have sex with him,14.8
4505,Ghana,F,35-49,... if she burns the food,6.5
4507,Ghana,F,25-34,... if she burns the food,6.8
4510,Ghana,F,15-24,... if she burns the food,8.9
4517,Ghana,M,35-49,... if she burns the food,1.3
4518,Ghana,M,25-34,... if she burns the food,1.7
4528,Ghana,M,15-24,... if she burns the food,5.2
4530,Ghana,F,15-24,... for at least one specific reason,31.8
4531,Ghana,F,25-34,... for at least one specific reason,25.3
4532,Ghana,F,35-49,... for at least one specific reason,27.5
4533,Ghana,F,15-24,... if she argues with him,16.7
4534,Ghana,F,25-34,... if she argues with him,14.8
4535,Ghana,F,35-49,... if she argues with him,15.3
4536,Ghana,F,15-24,... if she goes out without telling him,17.9
4537,Ghana,F,25-34,... if she goes out without telling him,14.8
4538,Ghana,F,35-49,... if she goes out without telling him,16.7
4539,Ghana,F,15-24,... if she neglects the children,23.6
4540,Ghana,F,25-34,... if she neglects the children,18.9
4541,Ghana,F,35-49,... if she neglects the children,20.2
4542,Ghana,F,15-24,... if she refuses to have sex with him,12.0
4543,Ghana,F,25-34,... if she refuses to have sex with him,12.5
4544,Ghana,F,35-49,... if she refuses to have sex with him,12.1
4605,Ghana,M,15-24,... for at least one specific reason,18.8
4606,Ghana,M,25-34,... for at least one specific reason,10.2
4607,Ghana,M,35-49,... for at least one specific reason,8.8
4608,Ghana,M,15-24,... if she argues with him,9.0
4609,Ghana,M,25-34,... if she argues with him,3.9
4610,Ghana,M,35-49,... if she argues with him,4.1
4611,Ghana,M,15-24,... if she goes out without telling him,9.9
4612,Ghana,M,25-34,... if she goes out without telling him,5.2
4613,Ghana,M,35-49,... if she goes out without telling him,4.2
4614,Ghana,M,15-24,... if she neglects the children,11.8
4615,Ghana,M,25-34,... if she neglects the children,7.6
4616,Ghana,M,35-49,... if she neglects the children,5.4
4617,Ghana,M,15-24,... if she refuses to have sex with him,7.0
4618,Ghana,M,25-34,... if she refuses to have sex with him,3.4
4619,Ghana,M,35-49,... if she refuses to have sex with him,3.5
4684,Guatemala,F,25-34,... if she burns the food,3.4
4688,Guatemala,F,15-24,... if she burns the food,4.4
4689,Guatemala,F,35-49,... if she burns the food,4.7
4696,Guatemala,M,25-34,... if she burns the food,0.5
4697,Guatemala,M,35-49,... if she burns the food,0.5
4708,Guatemala,M,15-24,... if she burns the food,2.3
4710,Guatemala,F,15-24,... for at least one specific reason,11.7
4711,Guatemala,F,25-34,... for at least one specific reason,9.4
4712,Guatemala,F,35-49,... for at least one specific reason,11.6
4713,Guatemala,F,15-24,... if she argues with him,3.3
4714,Guatemala,F,25-34,... if she argues with him,2.7
4715,Guatemala,F,35-49,... if she argues with him,3.8
4716,Guatemala,F,15-24,... if she goes out without telling him,3.7
4717,Guatemala,F,25-34,... if she goes out without telling him,3.1
4718,Guatemala,F,35-49,... if she goes out without telling him,3.8
4719,Guatemala,F,15-24,... if she neglects the children,8.2
4720,Guatemala,F,25-34,... if she neglects the children,6.7
4721,Guatemala,F,35-49,... if she neglects the children,7.6
4722,Guatemala,F,15-24,... if she refuses to have sex with him,2.5
4723,Guatemala,F,25-34,... if she refuses to have sex with him,2.1
4724,Guatemala,F,35-49,... if she refuses to have sex with him,2.6
4785,Guatemala,M,15-24,... for at least one specific reason,10.5
4786,Guatemala,M,25-34,... for at least one specific reason,4.5
4787,Guatemala,M,35-49,... for at least one specific reason,4.9
4788,Guatemala,M,15-24,... if she argues with him,3.9
4789,Guatemala,M,25-34,... if she argues with him,1.1
4790,Guatemala,M,35-49,... if she argues with him,1.8
4791,Guatemala,M,15-24,... if she goes out without telling him,2.8
4792,Guatemala,M,25-34,... if she goes out without telling him,1.3
4793,Guatemala,M,35-49,... if she goes out without telling him,1.6
4794,Guatemala,M,15-24,... if she neglects the children,6.6
4795,Guatemala,M,25-34,... if she neglects the children,2.5
