,Country,Gender,Demographics Response,Question,Value
3629,Eritrea,M,Urban,... if she burns the food,14.9
3695,Eritrea,F,Rural,... for at least one specific reason,56.35000000000001
3696,Eritrea,F,Urban,... for at least one specific reason,56.35000000000001
3697,Eritrea,F,Rural,... if she argues with him,55.3
3698,Eritrea,F,Urban,... if she argues with him,30.4
3699,Eritrea,F,Rural,... if she goes out without telling him,56.35000000000001
3700,Eritrea,F,Urban,... if she goes out without telling him,39.2
3701,Eritrea,F,Rural,... if she neglects the children,56.35000000000001
3702,Eritrea,F,Urban,... if she neglects the children,43.7
3703,Eritrea,F,Rural,... if she refuses to have sex with him,56.35000000000001
3704,Eritrea,F,Urban,... if she refuses to have sex with him,34.3
3770,Eritrea,M,Rural,... for at least one specific reason,14.9
3771,Eritrea,M,Urban,... for at least one specific reason,14.9
3772,Eritrea,M,Rural,... if she argues with him,14.9
3773,Eritrea,M,Urban,... if she argues with him,14.9
3774,Eritrea,M,Rural,... if she goes out without telling him,14.9
3775,Eritrea,M,Urban,... if she goes out without telling him,14.9
3776,Eritrea,M,Rural,... if she neglects the children,14.9
3777,Eritrea,M,Urban,... if she neglects the children,14.9
3778,Eritrea,M,Rural,... if she refuses to have sex with him,14.9
3779,Eritrea,M,Urban,... if she refuses to have sex with him,14.9
3782,Eswatini,F,Urban,... if she burns the food,1.8
3789,Eswatini,F,Rural,... if she burns the food,3.3
3797,Eswatini,M,Urban,... if she burns the food,1.8
3804,Eswatini,M,Rural,... if she burns the food,5.1
3875,Eswatini,F,Rural,... for at least one specific reason,27.0
3876,Eswatini,F,Urban,... for at least one specific reason,12.6
3877,Eswatini,F,Rural,... if she argues with him,19.9
3878,Eswatini,F,Urban,... if she argues with him,9.3
3879,Eswatini,F,Rural,... if she goes out without telling him,11.1
3880,Eswatini,F,Urban,... if she goes out without telling him,4.0
3881,Eswatini,F,Rural,... if she neglects the children,13.0
3882,Eswatini,F,Urban,... if she neglects the children,6.1
3883,Eswatini,F,Rural,... if she refuses to have sex with him,3.9
3884,Eswatini,F,Urban,... if she refuses to have sex with him,1.6
3950,Eswatini,M,Rural,... for at least one specific reason,35.5
3951,Eswatini,M,Urban,... for at least one specific reason,20.6
3952,Eswatini,M,Rural,... if she argues with him,26.1
3953,Eswatini,M,Urban,... if she argues with him,14.1
3954,Eswatini,M,Rural,... if she goes out without telling him,17.0
3955,Eswatini,M,Urban,... if she goes out without telling him,9.5
3956,Eswatini,M,Rural,... if she neglects the children,17.4
3957,Eswatini,M,Urban,... if she neglects the children,9.6
3958,Eswatini,M,Rural,... if she refuses to have sex with him,4.2
3959,Eswatini,M,Urban,... if she refuses to have sex with him,2.5
3961,Ethiopia,F,Urban,... if she burns the food,16.3
3972,Ethiopia,F,Rural,... if she burns the food,46.4
3976,Ethiopia,M,Urban,... if she burns the food,3.8
3986,Ethiopia,M,Rural,... if she burns the food,13.6
4055,Ethiopia,F,Rural,... for at least one specific reason,56.35000000000001
4056,Ethiopia,F,Urban,... for at least one specific reason,39.2
4057,Ethiopia,F,Rural,... if she argues with him,48.1
4058,Ethiopia,F,Urban,... if she argues with him,21.1
4059,Ethiopia,F,Rural,... if she goes out without telling him,49.0
4060,Ethiopia,F,Urban,... if she goes out without telling him,23.6
4061,Ethiopia,F,Rural,... if she neglects the children,52.7
4062,Ethiopia,F,Urban,... if she neglects the children,29.0
4063,Ethiopia,F,Rural,... if she refuses to have sex with him,40.2
4064,Ethiopia,F,Urban,... if she refuses to have sex with him,15.4
4130,Ethiopia,M,Rural,... for at least one specific reason,30.8
4131,Ethiopia,M,Urban,... for at least one specific reason,15.1
4132,Ethiopia,M,Rural,... if she argues with him,18.4
4133,Ethiopia,M,Urban,... if she argues with him,6.3
4134,Ethiopia,M,Rural,... if she goes out without telling him,19.2
4135,Ethiopia,M,Urban,... if she goes out without telling him,7.2
4136,Ethiopia,M,Rural,... if she neglects the children,21.2
4137,Ethiopia,M,Urban,... if she neglects the children,10.6
4138,Ethiopia,M,Rural,... if she refuses to have sex with him,14.3
4139,Ethiopia,M,Urban,... if she refuses to have sex with him,5.9
4141,Gabon,F,Urban,... if she burns the food,9.5
4154,Gabon,F,Rural,... if she burns the food,19.1
4162,Gabon,M,Urban,... if she burns the food,6.8
4164,Gabon,M,Rural,... if she burns the food,6.9
4235,Gabon,F,Rural,... for at least one specific reason,56.35000000000001
4236,Gabon,F,Urban,... for at least one specific reason,48.9
4237,Gabon,F,Rural,... if she argues with him,38.7
4238,Gabon,F,Urban,... if she argues with him,24.5
4239,Gabon,F,Rural,... if she goes out without telling him,33.3
4240,Gabon,F,Urban,... if she goes out without telling him,17.2
4241,Gabon,F,Rural,... if she neglects the children,49.7
4242,Gabon,F,Urban,... if she neglects the children,39.0
4243,Gabon,F,Rural,... if she refuses to have sex with him,16.2
4244,Gabon,F,Urban,... if she refuses to have sex with him,7.9
4310,Gabon,M,Rural,... for at least one specific reason,46.5
4311,Gabon,M,Urban,... for at least one specific reason,38.7
4312,Gabon,M,Rural,... if she argues with him,22.0
4313,Gabon,M,Urban,... if she argues with him,19.2
4314,Gabon,M,Rural,... if she goes out without telling him,16.3
4315,Gabon,M,Urban,... if she goes out without telling him,13.7
4316,Gabon,M,Rural,... if she neglects the children,35.4
4317,Gabon,M,Urban,... if she neglects the children,28.1
4318,Gabon,M,Rural,... if she refuses to have sex with him,6.7
4319,Gabon,M,Urban,... if she refuses to have sex with him,5.8
4321,Gambia,F,Urban,... if she burns the food,4.8
4334,Gambia,F,Rural,... if she burns the food,18.0
4339,Gambia,M,Urban,... if she burns the food,4.2
4347,Gambia,M,Rural,... if she burns the food,9.7
4415,Gambia,F,Rural,... for at least one specific reason,56.35000000000001
4416,Gambia,F,Urban,... for at least one specific reason,47.1
4417,Gambia,F,Rural,... if she argues with him,37.2
4418,Gambia,F,Urban,... if she argues with him,13.8
4419,Gambia,F,Rural,... if she goes out without telling him,56.35000000000001
4420,Gambia,F,Urban,... if she goes out without telling him,29.7
4421,Gambia,F,Rural,... if she neglects the children,50.4
4422,Gambia,F,Urban,... if she neglects the children,23.4
4423,Gambia,F,Rural,... if she refuses to have sex with him,56.35000000000001
4424,Gambia,F,Urban,... if she refuses to have sex with him,33.1
4490,Gambia,M,Rural,... for at least one specific reason,40.8
4491,Gambia,M,Urban,... for at least one specific reason,28.3
4492,Gambia,M,Rural,... if she argues with him,15.6
4493,Gambia,M,Urban,... if she argues with him,8.8
4494,Gambia,M,Rural,... if she goes out without telling him,27.2
4495,Gambia,M,Urban,... if she goes out without telling him,17.0
4496,Gambia,M,Rural,... if she neglects the children,24.4
4497,Gambia,M,Urban,... if she neglects the children,15.6
4498,Gambia,M,Rural,... if she refuses to have sex with him,24.7
4499,Gambia,M,Urban,... if she refuses to have sex with him,16.0
4501,Ghana,F,Urban,... if she burns the food,4.5
4513,Ghana,F,Rural,... if she burns the food,10.8
4520,Ghana,M,Urban,... if she burns the food,2.0
4524,Ghana,M,Rural,... if she burns the food,3.9
4595,Ghana,F,Rural,... for at least one specific reason,36.7
4596,Ghana,F,Urban,... for at least one specific reason,21.0
4597,Ghana,F,Rural,... if she argues with him,22.2
4598,Ghana,F,Urban,... if she argues with him,10.0
4599,Ghana,F,Rural,... if she goes out without telling him,22.4
4600,Ghana,F,Urban,... if she goes out without telling him,11.4
4601,Ghana,F,Rural,... if she neglects the children,28.1
4602,Ghana,F,Urban,... if she neglects the children,14.8
4603,Ghana,F,Rural,... if she refuses to have sex with him,18.0
4604,Ghana,F,Urban,... if she refuses to have sex with him,7.2
4670,Ghana,M,Rural,... for at least one specific reason,16.9
4671,Ghana,M,Urban,... for at least one specific reason,9.4
4672,Ghana,M,Rural,... if she argues with him,7.9
4673,Ghana,M,Urban,... if she argues with him,4.0
4674,Ghana,M,Rural,... if she goes out without telling him,9.0
4675,Ghana,M,Urban,... if she goes out without telling him,4.6
4676,Ghana,M,Rural,... if she neglects the children,11.4
4677,Ghana,M,Urban,... if she neglects the children,5.8
4678,Ghana,M,Rural,... if she refuses to have sex with him,6.6
4679,Ghana,M,Urban,... if she refuses to have sex with him,3.2
4682,Guatemala,F,Urban,... if she burns the food,1.8
4692,Guatemala,F,Rural,... if she burns the food,6.1
4701,Guatemala,M,Urban,... if she burns the food,1.1
4704,Guatemala,M,Rural,... if she burns the food,1.4
4775,Guatemala,F,Rural,... for at least one specific reason,14.9
4776,Guatemala,F,Urban,... for at least one specific reason,6.3
4777,Guatemala,F,Rural,... if she argues with him,4.7
4778,Guatemala,F,Urban,... if she argues with him,1.5
4779,Guatemala,F,Rural,... if she goes out without telling him,5.1
4780,Guatemala,F,Urban,... if she goes out without telling him,1.7
4781,Guatemala,F,Rural,... if she neglects the children,10.0
4782,Guatemala,F,Urban,... if she neglects the children,4.6
4783,Guatemala,F,Rural,... if she refuses to have sex with him,3.4
4784,Guatemala,F,Urban,... if she refuses to have sex with him,1.2
4850,Guatemala,M,Rural,... for at least one specific reason,8.3
4851,Guatemala,M,Urban,... for at least one specific reason,6.1
4852,Guatemala,M,Rural,... if she argues with him,3.1
4853,Guatemala,M,Urban,... if she argues with him,1.9
4854,Guatemala,M,Rural,... if she goes out without telling him,2.6
4855,Guatemala,M,Urban,... if she goes out without telling him,1.4
4856,Guatemala,M,Rural,... if she neglects the children,4.8
4857,Guatemala,M,Urban,... if she neglects the children,3.7
4858,Guatemala,M,Rural,... if she refuses to have sex with him,1.6
4859,Guatemala,M,Urban,... if she refuses to have sex with him,1.3
4862,Guinea,F,Urban,... if she burns the food,15.9
4874,Guinea,F,Rural,... if she burns the food,28.2
4878,Guinea,M,Urban,... if she burns the food,13.9
4884,Guinea,M,Rural,... if she burns the food,19.2
4955,Guinea,F,Rural,... for at least one specific reason,56.35000000000001
4956,Guinea,F,Urban,... for at least one specific reason,56.35000000000001
4957,Guinea,F,Rural,... if she argues with him,54.4
4958,Guinea,F,Urban,... if she argues with him,40.0
4959,Guinea,F,Rural,... if she goes out without telling him,56.35000000000001
4960,Guinea,F,Urban,... if she goes out without telling him,45.4
4961,Guinea,F,Rural,... if she neglects the children,56.1
4962,Guinea,F,Urban,... if she neglects the children,46.1
4963,Guinea,F,Rural,... if she refuses to have sex with him,52.2
4964,Guinea,F,Urban,... if she refuses to have sex with him,40.1
5030,Guinea,M,Rural,... for at least one specific reason,56.35000000000001
5031,Guinea,M,Urban,... for at least one specific reason,48.8
5032,Guinea,M,Rural,... if she argues with him,38.0
5033,Guinea,M,Urban,... if she argues with him,25.0
5034,Guinea,M,Rural,... if she goes out without telling him,43.6
5035,Guinea,M,Urban,... if she goes out without telling him,29.9
5036,Guinea,M,Rural,... if she neglects the children,47.7
5037,Guinea,M,Urban,... if she neglects the children,37.6
5038,Guinea,M,Rural,... if she refuses to have sex with him,29.2
5039,Guinea,M,Urban,... if she refuses to have sex with him,20.7
5041,Guyana,F,Urban,... if she burns the food,1.3
5051,Guyana,F,Rural,... if she burns the food,4.4
5056,Guyana,M,Urban,... if she burns the food,2.3
5065,Guyana,M,Rural,... if she burns the food,4.4
5135,Guyana,F,Rural,... for at least one specific reason,19.6
5136,Guyana,F,Urban,... for at least one specific reason,8.4
5137,Guyana,F,Rural,... if she argues with him,8.5
5138,Guyana,F,Urban,... if she argues with him,2.3
5139,Guyana,F,Rural,... if she goes out without telling him,7.4
5140,Guyana,F,Urban,... if she goes out without telling him,1.7
5141,Guyana,F,Rural,... if she neglects the children,14.0
5142,Guyana,F,Urban,... if she neglects the children,6.0
5143,Guyana,F,Rural,... if she refuses to have sex with him,5.7
5144,Guyana,F,Urban,... if she refuses to have sex with him,1.2
5210,Guyana,M,Rural,... for at least one specific reason,21.5
5211,Guyana,M,Urban,... for at least one specific reason,13.2
5212,Guyana,M,Rural,... if she argues with him,9.0
5213,Guyana,M,Urban,... if she argues with him,4.6
5214,Guyana,M,Rural,... if she goes out without telling him,8.0
5215,Guyana,M,Urban,... if she goes out without telling him,3.4
5216,Guyana,M,Rural,... if she neglects the children,15.0
5217,Guyana,M,Urban,... if she neglects the children,8.5
5218,Guyana,M,Rural,... if she refuses to have sex with him,4.0
5219,Guyana,M,Urban,... if she refuses to have sex with him,2.3
5222,Haiti,F,Urban,... if she burns the food,2.8
5230,Haiti,F,Rural,... if she burns the food,4.9
5243,Haiti,M,Urban,... if she burns the food,1.6
5245,Haiti,M,Rural,... if she burns the food,1.9
5315,Haiti,F,Rural,... for at least one specific reason,19.4
5316,Haiti,F,Urban,... for at least one specific reason,13.4
5317,Haiti,F,Rural,... if she argues with him,3.1
5318,Haiti,F,Urban,... if she argues with him,1.8
5319,Haiti,F,Rural,... if she goes out without telling him,13.7
5320,Haiti,F,Urban,... if she goes out without telling him,8.2
5321,Haiti,F,Rural,... if she neglects the children,11.7
5322,Haiti,F,Urban,... if she neglects the children,8.2
5323,Haiti,F,Rural,... if she refuses to have sex with him,6.4
5324,Haiti,F,Urban,... if she refuses to have sex with him,2.9
5390,Haiti,M,Rural,... for at least one specific reason,10.5
5391,Haiti,M,Urban,... for at least one specific reason,11.3
5392,Haiti,M,Rural,... if she argues with him,1.4
5393,Haiti,M,Urban,... if she argues with him,1.8
5394,Haiti,M,Rural,... if she goes out without telling him,7.0
5395,Haiti,M,Urban,... if she goes out without telling him,6.5
5396,Haiti,M,Rural,... if she neglects the children,5.2
5397,Haiti,M,Urban,... if she neglects the children,7.2
5398,Haiti,M,Rural,... if she refuses to have sex with him,3.1
5399,Haiti,M,Urban,... if she refuses to have sex with him,1.8
5402,Honduras,F,Urban,... if she burns the food,2.3
5413,Honduras,F,Rural,... if she burns the food,6.6
5420,Honduras,M,Urban,... if she burns the food,1.8
5424,Honduras,M,Rural,... if she burns the food,4.2
5495,Honduras,F,Rural,... for at least one specific reason,16.7
5496,Honduras,F,Urban,... for at least one specific reason,8.6
5497,Honduras,F,Rural,... if she argues with him,7.0
5498,Honduras,F,Urban,... if she argues with him,3.0
5499,Honduras,F,Rural,... if she goes out without telling him,6.6
5500,Honduras,F,Urban,... if she goes out without telling him,2.4
5501,Honduras,F,Rural,... if she neglects the children,12.7
5502,Honduras,F,Urban,... if she neglects the children,6.7
5503,Honduras,F,Rural,... if she refuses to have sex with him,3.4
5504,Honduras,F,Urban,... if she refuses to have sex with him,1.4
5570,Honduras,M,Rural,... for at least one specific reason,11.9
5571,Honduras,M,Urban,... for at least one specific reason,7.8
5572,Honduras,M,Rural,... if she argues with him,4.8
5573,Honduras,M,Urban,... if she argues with him,3.3
5574,Honduras,M,Rural,... if she goes out without telling him,4.1
5575,Honduras,M,Urban,... if she goes out without telling him,2.0
5576,Honduras,M,Rural,... if she neglects the children,8.9
5577,Honduras,M,Urban,... if she neglects the children,5.4
5578,Honduras,M,Rural,... if she refuses to have sex with him,3.0
5579,Honduras,M,Urban,... if she refuses to have sex with him,1.8
5581,India,F,Urban,... if she burns the food,15.2
5591,India,F,Rural,... if she burns the food,21.4
5596,India,M,Urban,... if she burns the food,8.7
5604,India,M,Rural,... if she burns the food,11.1
5675,India,F,Rural,... for at least one specific reason,47.4
5676,India,F,Urban,... for at least one specific reason,39.8
5677,India,F,Rural,... if she argues with him,32.0
5678,India,F,Urban,... if she argues with him,24.0
5679,India,F,Rural,... if she goes out without telling him,27.7
5680,India,F,Urban,... if she goes out without telling him,23.3
5681,India,F,Rural,... if she neglects the children,34.5
5682,India,F,Urban,... if she neglects the children,29.7
5683,India,F,Rural,... if she refuses to have sex with him,14.6
5684,India,F,Urban,... if she refuses to have sex with him,11.0
5750,India,M,Rural,... for at least one specific reason,34.1
5751,India,M,Urban,... for at least one specific reason,28.4
5752,India,M,Rural,... if she argues with him,22.2
5753,India,M,Urban,... if she argues with him,17.6
5754,India,M,Rural,... if she goes out without telling him,17.2
5755,India,M,Urban,... if she goes out without telling him,13.9
5756,India,M,Rural,... if she neglects the children,21.0
5757,India,M,Urban,... if she neglects the children,18.0
5758,India,M,Rural,... if she refuses to have sex with him,9.8
5759,India,M,Urban,... if she refuses to have sex with him,7.8
5761,Indonesia,F,Urban,... if she burns the food,1.2
5774,Indonesia,F,Rural,... if she burns the food,4.0
5780,Indonesia,M,Urban,... if she burns the food,0.6
5786,Indonesia,M,Rural,... if she burns the food,1.1
5855,Indonesia,F,Rural,... for at least one specific reason,39.6
5856,Indonesia,F,Urban,... for at least one specific reason,29.8
5857,Indonesia,F,Rural,... if she argues with him,7.8
5858,Indonesia,F,Urban,... if she argues with him,3.7
5859,Indonesia,F,Rural,... if she goes out without telling him,29.3
5860,Indonesia,F,Urban,... if she goes out without telling him,19.2
5861,Indonesia,F,Rural,... if she neglects the children,31.1
5862,Indonesia,F,Urban,... if she neglects the children,23.8
5863,Indonesia,F,Rural,... if she refuses to have sex with him,11.5
5864,Indonesia,F,Urban,... if she refuses to have sex with him,6.6
5930,Indonesia,M,Rural,... for at least one specific reason,20.7
5931,Indonesia,M,Urban,... for at least one specific reason,16.0
5932,Indonesia,M,Rural,... if she argues with him,4.7
5933,Indonesia,M,Urban,... if she argues with him,2.1
5934,Indonesia,M,Rural,... if she goes out without telling him,13.6
5935,Indonesia,M,Urban,... if she goes out without telling him,10.9
5936,Indonesia,M,Rural,... if she neglects the children,14.5
5937,Indonesia,M,Urban,... if she neglects the children,10.7
5938,Indonesia,M,Rural,... if she refuses to have sex with him,4.3
5939,Indonesia,M,Urban,... if she refuses to have sex with him,2.1
5948,Jordan,F,Urban,... if she burns the food,2.3
6019,Jordan,F,Rural,... for at least one specific reason,17.1
6020,Jordan,F,Urban,... for at least one specific reason,13.8
6021,Jordan,F,Rural,... if she argues with him,7.9
6022,Jordan,F,Urban,... if she argues with him,5.7
6023,Jordan,F,Rural,... if she burns the food,2.7
6024,Jordan,F,Rural,... if she goes out without telling him,8.9
6025,Jordan,F,Urban,... if she goes out without telling him,7.0
6026,Jordan,F,Rural,... if she neglects the children,8.7
6027,Jordan,F,Urban,... if she neglects the children,6.5
6028,Jordan,F,Rural,... if she refuses to have sex with him,14.9
6029,Jordan,F,Urban,... if she refuses to have sex with him,14.9
6108,Jordan,M,Rural,... for at least one specific reason,44.3
6109,Jordan,M,Urban,... for at least one specific reason,28.5
6110,Jordan,M,Rural,... if she argues with him,27.3
6111,Jordan,M,Urban,... if she argues with him,16.4
6112,Jordan,M,Rural,... if she burns the food,14.3
6113,Jordan,M,Urban,... if she burns the food,7.6
6114,Jordan,M,Rural,... if she goes out without telling him,29.6
6115,Jordan,M,Urban,... if she goes out without telling him,17.2
6116,Jordan,M,Rural,... if she neglects the children,24.4
6117,Jordan,M,Urban,... if she neglects the children,11.8
6118,Jordan,M,Rural,... if she refuses to have sex with him,14.9
6119,Jordan,M,Urban,... if she refuses to have sex with him,14.9
6198,Kenya,F,Rural,... for at least one specific reason,49.1
6199,Kenya,F,Urban,... for at least one specific reason,31.0
6200,Kenya,F,Rural,... if she argues with him,25.9
6201,Kenya,F,Urban,... if she argues with him,13.8
6202,Kenya,F,Rural,... if she burns the food,9.5
6203,Kenya,F,Urban,... if she burns the food,3.5
6204,Kenya,F,Rural,... if she goes out without telling him,27.1
6205,Kenya,F,Urban,... if she goes out without telling him,13.9
6206,Kenya,F,Rural,... if she neglects the children,39.5
6207,Kenya,F,Urban,... if she neglects the children,24.2
6208,Kenya,F,Rural,... if she refuses to have sex with him,19.9
6209,Kenya,F,Urban,... if she refuses to have sex with him,8.1
6288,Kenya,M,Rural,... for at least one specific reason,37.0
6289,Kenya,M,Urban,... for at least one specific reason,35.6
6290,Kenya,M,Rural,... if she argues with him,21.1
6291,Kenya,M,Urban,... if she argues with him,19.8
6292,Kenya,M,Rural,... if she burns the food,5.1
6293,Kenya,M,Urban,... if she burns the food,3.8
6294,Kenya,M,Rural,... if she goes out without telling him,20.4
6295,Kenya,M,Urban,... if she goes out without telling him,16.1
6296,Kenya,M,Rural,... if she neglects the children,27.7
6297,Kenya,M,Urban,... if she neglects the children,26.9
6298,Kenya,M,Rural,... if she refuses to have sex with him,10.9
6299,Kenya,M,Urban,... if she refuses to have sex with him,8.6
6378,Kyrgyz Republic,F,Rural,... for at least one specific reason,40.7
6379,Kyrgyz Republic,F,Urban,... for at least one specific reason,22.1
6380,Kyrgyz Republic,F,Rural,... if she argues with him,20.9
6381,Kyrgyz Republic,F,Urban,... if she argues with him,9.8
6382,Kyrgyz Republic,F,Rural,... if she burns the food,7.9
6383,Kyrgyz Republic,F,Urban,... if she burns the food,3.5
6384,Kyrgyz Republic,F,Rural,... if she goes out without telling him,29.2
6385,Kyrgyz Republic,F,Urban,... if she goes out without telling him,12.9
6386,Kyrgyz Republic,F,Rural,... if she neglects the children,30.8
6387,Kyrgyz Republic,F,Urban,... if she neglects the children,16.9
6388,Kyrgyz Republic,F,Rural,... if she refuses to have sex with him,9.4
6389,Kyrgyz Republic,F,Urban,... if she refuses to have sex with him,3.9
6468,Kyrgyz Republic,M,Rural,... for at least one specific reason,51.5
6469,Kyrgyz Republic,M,Urban,... for at least one specific reason,48.0
6470,Kyrgyz Republic,M,Rural,... if she argues with him,22.4
6471,Kyrgyz Republic,M,Urban,... if she argues with him,26.3
6472,Kyrgyz Republic,M,Rural,... if she burns the food,4.7
6473,Kyrgyz Republic,M,Urban,... if she burns the food,5.3
6474,Kyrgyz Republic,M,Rural,... if she goes out without telling him,37.1
6475,Kyrgyz Republic,M,Urban,... if she goes out without telling him,33.4
6476,Kyrgyz Republic,M,Rural,... if she neglects the children,46.5
6477,Kyrgyz Republic,M,Urban,... if she neglects the children,41.2
6478,Kyrgyz Republic,M,Rural,... if she refuses to have sex with him,5.3
6479,Kyrgyz Republic,M,Urban,... if she refuses to have sex with him,6.3
6558,Lesotho,F,Rural,... for at least one specific reason,39.4
6559,Lesotho,F,Urban,... for at least one specific reason,22.8
6560,Lesotho,F,Rural,... if she argues with him,29.6
6561,Lesotho,F,Urban,... if she argues with him,15.8
6562,Lesotho,F,Rural,... if she burns the food,8.1
6563,Lesotho,F,Urban,... if she burns the food,3.2
6564,Lesotho,F,Rural,... if she goes out without telling him,13.5
6565,Lesotho,F,Urban,... if she goes out without telling him,5.8
6566,Lesotho,F,Rural,... if she neglects the children,25.6
6567,Lesotho,F,Urban,... if she neglects the children,15.7
6568,Lesotho,F,Rural,... if she refuses to have sex with him,12.1
6569,Lesotho,F,Urban,... if she refuses to have sex with him,4.8
6648,Lesotho,M,Rural,... for at least one specific reason,43.7
6649,Lesotho,M,Urban,... for at least one specific reason,31.8
6650,Lesotho,M,Rural,... if she argues with him,29.2
6651,Lesotho,M,Urban,... if she argues with him,19.5
6652,Lesotho,M,Rural,... if she burns the food,7.8
6653,Lesotho,M,Urban,... if she burns the food,3.6
6654,Lesotho,M,Rural,... if she goes out without telling him,18.7
6655,Lesotho,M,Urban,... if she goes out without telling him,10.0
6656,Lesotho,M,Rural,... if she neglects the children,28.6
6657,Lesotho,M,Urban,... if she neglects the children,21.5
6658,Lesotho,M,Rural,... if she refuses to have sex with him,11.4
6659,Lesotho,M,Urban,... if she refuses to have sex with him,5.1
6738,Liberia,F,Rural,... for at least one specific reason,48.5
6739,Liberia,F,Urban,... for at least one specific reason,38.6
6740,Liberia,F,Rural,... if she argues with him,37.3
6741,Liberia,F,Urban,... if she argues with him,30.4
6742,Liberia,F,Rural,... if she burns the food,9.5
6743,Liberia,F,Urban,... if she burns the food,6.1
6744,Liberia,F,Rural,... if she goes out without telling him,31.1
6745,Liberia,F,Urban,... if she goes out without telling him,26.8
6746,Liberia,F,Rural,... if she neglects the children,35.8
6747,Liberia,F,Urban,... if she neglects the children,29.9
6748,Liberia,F,Rural,... if she refuses to have sex with him,12.8
6749,Liberia,F,Urban,... if she refuses to have sex with him,9.4
6828,Liberia,M,Rural,... for at least one specific reason,29.5
6829,Liberia,M,Urban,... for at least one specific reason,20.5
6830,Liberia,M,Rural,... if she argues with him,20.7
6831,Liberia,M,Urban,... if she argues with him,16.3
6832,Liberia,M,Rural,... if she burns the food,3.5
6833,Liberia,M,Urban,... if she burns the food,2.0
6834,Liberia,M,Rural,... if she goes out without telling him,16.4
6835,Liberia,M,Urban,... if she goes out without telling him,12.3
6836,Liberia,M,Rural,... if she neglects the children,17.6
6837,Liberia,M,Urban,... if she neglects the children,12.4
6838,Liberia,M,Rural,... if she refuses to have sex with him,5.6
6839,Liberia,M,Urban,... if she refuses to have sex with him,3.0
6918,Madagascar,F,Rural,... for at least one specific reason,31.3
6919,Madagascar,F,Urban,... for at least one specific reason,36.9
6920,Madagascar,F,Rural,... if she argues with him,5.9
6921,Madagascar,F,Urban,... if she argues with him,6.1
6922,Madagascar,F,Rural,... if she burns the food,7.2
6923,Madagascar,F,Urban,... if she burns the food,7.4
6924,Madagascar,F,Rural,... if she goes out without telling him,19.0
6925,Madagascar,F,Urban,... if she goes out without telling him,20.4
6926,Madagascar,F,Rural,... if she neglects the children,27.3
6927,Madagascar,F,Urban,... if she neglects the children,32.5
6928,Madagascar,F,Rural,... if she refuses to have sex with him,9.3
6929,Madagascar,F,Urban,... if she refuses to have sex with him,8.7
7008,Madagascar,M,Rural,... for at least one specific reason,29.7
7009,Madagascar,M,Urban,... for at least one specific reason,31.7
7010,Madagascar,M,Rural,... if she argues with him,9.1
7011,Madagascar,M,Urban,... if she argues with him,8.2
7012,Madagascar,M,Rural,... if she burns the food,6.7
7013,Madagascar,M,Urban,... if she burns the food,4.9
7014,Madagascar,M,Rural,... if she goes out without telling him,19.4
7015,Madagascar,M,Urban,... if she goes out without telling him,16.2
7016,Madagascar,M,Rural,... if she neglects the children,23.7
7017,Madagascar,M,Urban,... if she neglects the children,26.8
7018,Madagascar,M,Rural,... if she refuses to have sex with him,8.3
7019,Madagascar,M,Urban,... if she refuses to have sex with him,7.1
7098,Malawi,F,Rural,... for at least one specific reason,17.6
7099,Malawi,F,Urban,... for at least one specific reason,10.5
7100,Malawi,F,Rural,... if she argues with him,7.5
7101,Malawi,F,Urban,... if she argues with him,3.3
7102,Malawi,F,Rural,... if she burns the food,6.2
7103,Malawi,F,Urban,... if she burns the food,2.6
7104,Malawi,F,Rural,... if she goes out without telling him,7.5
7105,Malawi,F,Urban,... if she goes out without telling him,4.4
7106,Malawi,F,Rural,... if she neglects the children,9.5
7107,Malawi,F,Urban,... if she neglects the children,5.4
7108,Malawi,F,Rural,... if she refuses to have sex with him,9.3
7109,Malawi,F,Urban,... if she refuses to have sex with him,4.1
7188,Malawi,M,Rural,... for at least one specific reason,13.9
7189,Malawi,M,Urban,... for at least one specific reason,9.0
7190,Malawi,M,Rural,... if she argues with him,5.7
7191,Malawi,M,Urban,... if she argues with him,3.4
7192,Malawi,M,Rural,... if she burns the food,2.6
7193,Malawi,M,Urban,... if she burns the food,0.9
7194,Malawi,M,Rural,... if she goes out without telling him,5.1
7195,Malawi,M,Urban,... if she goes out without telling him,3.3
7196,Malawi,M,Rural,... if she neglects the children,6.9
7197,Malawi,M,Urban,... if she neglects the children,4.2
7198,Malawi,M,Rural,... if she refuses to have sex with him,5.6
7199,Malawi,M,Urban,... if she refuses to have sex with him,1.4
7278,Maldives,F,Rural,... for at least one specific reason,21.1
7279,Maldives,F,Urban,... for at least one specific reason,23.0
7280,Maldives,F,Rural,... if she argues with him,14.9
7281,Maldives,F,Urban,... if she argues with him,14.9
7282,Maldives,F,Rural,... if she burns the food,14.9
7283,Maldives,F,Urban,... if she burns the food,14.9
7284,Maldives,F,Rural,... if she goes out without telling him,5.2
7285,Maldives,F,Urban,... if she goes out without telling him,3.9
7286,Maldives,F,Rural,... if she neglects the children,14.8
7287,Maldives,F,Urban,... if she neglects the children,17.4
7288,Maldives,F,Rural,... if she refuses to have sex with him,10.7
7289,Maldives,F,Urban,... if she refuses to have sex with him,9.4
7368,Maldives,M,Rural,... for at least one specific reason,18.5
