,Country,Gender,Demographics Response,Question,Value
2756,Congo,F,Secondary,... if she goes out without telling him,41.1
2757,Congo,F,Higher,... if she neglects the children,38.3
2758,Congo,F,No education,... if she neglects the children,44.2
2759,Congo,F,Primary,... if she neglects the children,47.6
2760,Congo,F,Secondary,... if she neglects the children,47.4
2761,Congo,F,Higher,... if she refuses to have sex with him,14.4
2762,Congo,F,No education,... if she refuses to have sex with him,35.1
2763,Congo,F,Primary,... if she refuses to have sex with him,31.4
2764,Congo,F,Secondary,... if she refuses to have sex with him,24.6
2820,Congo,M,Higher,... for at least one specific reason,29.4
2821,Congo,M,No education,... for at least one specific reason,32.3
2822,Congo,M,Primary,... for at least one specific reason,44.6
2823,Congo,M,Secondary,... for at least one specific reason,45.3
2824,Congo,M,Higher,... if she argues with him,14.9
2825,Congo,M,No education,... if she argues with him,14.9
2826,Congo,M,Primary,... if she argues with him,14.9
2827,Congo,M,Secondary,... if she argues with him,14.9
2828,Congo,M,Higher,... if she goes out without telling him,13.9
2829,Congo,M,No education,... if she goes out without telling him,18.8
2830,Congo,M,Primary,... if she goes out without telling him,22.5
2831,Congo,M,Secondary,... if she goes out without telling him,23.8
2832,Congo,M,Higher,... if she neglects the children,21.2
2833,Congo,M,No education,... if she neglects the children,24.5
2834,Congo,M,Primary,... if she neglects the children,32.3
2835,Congo,M,Secondary,... if she neglects the children,32.9
2836,Congo,M,Higher,... if she refuses to have sex with him,11.8
2837,Congo,M,No education,... if she refuses to have sex with him,9.3
2838,Congo,M,Primary,... if she refuses to have sex with him,18.0
2839,Congo,M,Secondary,... if she refuses to have sex with him,12.4
2880,Congo Democratic Republic,F,Higher,... if she burns the food,6.1
2884,Congo Democratic Republic,F,Secondary,... if she burns the food,22.5
2888,Congo Democratic Republic,F,No education,... if she burns the food,24.1
2894,Congo Democratic Republic,F,Primary,... if she burns the food,28.5
2895,Congo Democratic Republic,M,Higher,... if she burns the food,3.3
2903,Congo Democratic Republic,M,No education,... if she burns the food,15.6
2904,Congo Democratic Republic,M,Secondary,... if she burns the food,16.0
2905,Congo Democratic Republic,M,Primary,... if she burns the food,17.2
2925,Congo Democratic Republic,F,Higher,... for at least one specific reason,49.8
2926,Congo Democratic Republic,F,No education,... for at least one specific reason,56.35000000000001
2927,Congo Democratic Republic,F,Primary,... for at least one specific reason,56.35000000000001
2928,Congo Democratic Republic,F,Secondary,... for at least one specific reason,56.35000000000001
2929,Congo Democratic Republic,F,Higher,... if she argues with him,33.1
2930,Congo Democratic Republic,F,No education,... if she argues with him,56.35000000000001
2931,Congo Democratic Republic,F,Primary,... if she argues with him,56.35000000000001
2932,Congo Democratic Republic,F,Secondary,... if she argues with him,56.35000000000001
2933,Congo Democratic Republic,F,Higher,... if she goes out without telling him,22.6
2934,Congo Democratic Republic,F,No education,... if she goes out without telling him,49.7
2935,Congo Democratic Republic,F,Primary,... if she goes out without telling him,51.8
2936,Congo Democratic Republic,F,Secondary,... if she goes out without telling him,48.8
2937,Congo Democratic Republic,F,Higher,... if she neglects the children,33.3
2938,Congo Democratic Republic,F,No education,... if she neglects the children,50.2
2939,Congo Democratic Republic,F,Primary,... if she neglects the children,51.6
2940,Congo Democratic Republic,F,Secondary,... if she neglects the children,53.2
2941,Congo Democratic Republic,F,Higher,... if she refuses to have sex with him,18.4
2942,Congo Democratic Republic,F,No education,... if she refuses to have sex with him,50.7
2943,Congo Democratic Republic,F,Primary,... if she refuses to have sex with him,49.3
2944,Congo Democratic Republic,F,Secondary,... if she refuses to have sex with him,38.1
3000,Congo Democratic Republic,M,Higher,... for at least one specific reason,41.7
3001,Congo Democratic Republic,M,No education,... for at least one specific reason,56.35000000000001
3002,Congo Democratic Republic,M,Primary,... for at least one specific reason,56.35000000000001
3003,Congo Democratic Republic,M,Secondary,... for at least one specific reason,56.35000000000001
3004,Congo Democratic Republic,M,Higher,... if she argues with him,25.3
3005,Congo Democratic Republic,M,No education,... if she argues with him,42.0
3006,Congo Democratic Republic,M,Primary,... if she argues with him,46.3
3007,Congo Democratic Republic,M,Secondary,... if she argues with him,43.1
3008,Congo Democratic Republic,M,Higher,... if she goes out without telling him,16.6
3009,Congo Democratic Republic,M,No education,... if she goes out without telling him,32.9
3010,Congo Democratic Republic,M,Primary,... if she goes out without telling him,37.1
3011,Congo Democratic Republic,M,Secondary,... if she goes out without telling him,33.2
3012,Congo Democratic Republic,M,Higher,... if she neglects the children,23.7
3013,Congo Democratic Republic,M,No education,... if she neglects the children,42.5
3014,Congo Democratic Republic,M,Primary,... if she neglects the children,41.3
3015,Congo Democratic Republic,M,Secondary,... if she neglects the children,41.8
3016,Congo Democratic Republic,M,Higher,... if she refuses to have sex with him,6.7
3017,Congo Democratic Republic,M,No education,... if she refuses to have sex with him,30.8
3018,Congo Democratic Republic,M,Primary,... if she refuses to have sex with him,29.7
3019,Congo Democratic Republic,M,Secondary,... if she refuses to have sex with him,23.0
3060,Cote d'Ivoire,F,Higher,... if she burns the food,2.3
3061,Cote d'Ivoire,F,Secondary,... if she burns the food,9.8
3071,Cote d'Ivoire,F,Primary,... if she burns the food,17.9
3073,Cote d'Ivoire,F,No education,... if she burns the food,18.7
3075,Cote d'Ivoire,M,Higher,... if she burns the food,5.0
3081,Cote d'Ivoire,M,Secondary,... if she burns the food,11.8
3084,Cote d'Ivoire,M,No education,... if she burns the food,13.3
3086,Cote d'Ivoire,M,Primary,... if she burns the food,14.5
3105,Cote d'Ivoire,F,Higher,... for at least one specific reason,17.8
3106,Cote d'Ivoire,F,No education,... for at least one specific reason,51.3
3107,Cote d'Ivoire,F,Primary,... for at least one specific reason,50.1
3108,Cote d'Ivoire,F,Secondary,... for at least one specific reason,39.5
3109,Cote d'Ivoire,F,Higher,... if she argues with him,7.2
3110,Cote d'Ivoire,F,No education,... if she argues with him,38.9
3111,Cote d'Ivoire,F,Primary,... if she argues with him,34.7
3112,Cote d'Ivoire,F,Secondary,... if she argues with him,24.6
3113,Cote d'Ivoire,F,Higher,... if she goes out without telling him,2.7
3114,Cote d'Ivoire,F,No education,... if she goes out without telling him,32.0
3115,Cote d'Ivoire,F,Primary,... if she goes out without telling him,26.9
3116,Cote d'Ivoire,F,Secondary,... if she goes out without telling him,14.0
3117,Cote d'Ivoire,F,Higher,... if she neglects the children,8.8
3118,Cote d'Ivoire,F,No education,... if she neglects the children,36.3
3119,Cote d'Ivoire,F,Primary,... if she neglects the children,32.6
3120,Cote d'Ivoire,F,Secondary,... if she neglects the children,26.2
3121,Cote d'Ivoire,F,Higher,... if she refuses to have sex with him,2.9
3122,Cote d'Ivoire,F,No education,... if she refuses to have sex with him,28.3
3123,Cote d'Ivoire,F,Primary,... if she refuses to have sex with him,18.2
3124,Cote d'Ivoire,F,Secondary,... if she refuses to have sex with him,9.3
3180,Cote d'Ivoire,M,Higher,... for at least one specific reason,19.1
3181,Cote d'Ivoire,M,No education,... for at least one specific reason,44.7
3182,Cote d'Ivoire,M,Primary,... for at least one specific reason,45.9
3183,Cote d'Ivoire,M,Secondary,... for at least one specific reason,40.5
3184,Cote d'Ivoire,M,Higher,... if she argues with him,10.8
3185,Cote d'Ivoire,M,No education,... if she argues with him,30.4
3186,Cote d'Ivoire,M,Primary,... if she argues with him,29.2
3187,Cote d'Ivoire,M,Secondary,... if she argues with him,20.9
3188,Cote d'Ivoire,M,Higher,... if she goes out without telling him,5.5
3189,Cote d'Ivoire,M,No education,... if she goes out without telling him,28.0
3190,Cote d'Ivoire,M,Primary,... if she goes out without telling him,24.3
3191,Cote d'Ivoire,M,Secondary,... if she goes out without telling him,17.2
3192,Cote d'Ivoire,M,Higher,... if she neglects the children,10.9
3193,Cote d'Ivoire,M,No education,... if she neglects the children,30.2
3194,Cote d'Ivoire,M,Primary,... if she neglects the children,31.5
3195,Cote d'Ivoire,M,Secondary,... if she neglects the children,28.6
3196,Cote d'Ivoire,M,Higher,... if she refuses to have sex with him,1.3
3197,Cote d'Ivoire,M,No education,... if she refuses to have sex with him,15.9
3198,Cote d'Ivoire,M,Primary,... if she refuses to have sex with him,14.4
3199,Cote d'Ivoire,M,Secondary,... if she refuses to have sex with him,7.4
3240,Dominican Republic,F,Higher,... if she burns the food,0.0
3242,Dominican Republic,F,Secondary,... if she burns the food,0.5
3253,Dominican Republic,F,Primary,... if she burns the food,1.3
3254,Dominican Republic,F,No education,... if she burns the food,1.9
3257,Dominican Republic,M,Higher,... if she burns the food,0.0
3259,Dominican Republic,M,Secondary,... if she burns the food,0.6
3268,Dominican Republic,M,Primary,... if she burns the food,1.5
3269,Dominican Republic,M,No education,... if she burns the food,3.1
3285,Dominican Republic,F,Higher,... for at least one specific reason,0.5
3286,Dominican Republic,F,No education,... for at least one specific reason,3.9
3287,Dominican Republic,F,Primary,... for at least one specific reason,4.4
3288,Dominican Republic,F,Secondary,... for at least one specific reason,2.0
3289,Dominican Republic,F,Higher,... if she argues with him,0.2
3290,Dominican Republic,F,No education,... if she argues with him,3.3
3291,Dominican Republic,F,Primary,... if she argues with him,1.2
3292,Dominican Republic,F,Secondary,... if she argues with him,0.5
3293,Dominican Republic,F,Higher,... if she goes out without telling him,0.2
3294,Dominican Republic,F,No education,... if she goes out without telling him,1.9
3295,Dominican Republic,F,Primary,... if she goes out without telling him,1.5
3296,Dominican Republic,F,Secondary,... if she goes out without telling him,0.7
3297,Dominican Republic,F,Higher,... if she neglects the children,0.3
3298,Dominican Republic,F,No education,... if she neglects the children,2.5
3299,Dominican Republic,F,Primary,... if she neglects the children,3.3
3300,Dominican Republic,F,Secondary,... if she neglects the children,1.5
3301,Dominican Republic,F,Higher,... if she refuses to have sex with him,0.2
3302,Dominican Republic,F,No education,... if she refuses to have sex with him,2.1
3303,Dominican Republic,F,Primary,... if she refuses to have sex with him,0.6
3304,Dominican Republic,F,Secondary,... if she refuses to have sex with him,0.3
3360,Dominican Republic,M,Higher,... for at least one specific reason,0.9
3361,Dominican Republic,M,No education,... for at least one specific reason,10.4
3362,Dominican Republic,M,Primary,... for at least one specific reason,6.6
3363,Dominican Republic,M,Secondary,... for at least one specific reason,2.7
3364,Dominican Republic,M,Higher,... if she argues with him,0.1
3365,Dominican Republic,M,No education,... if she argues with him,3.0
3366,Dominican Republic,M,Primary,... if she argues with him,1.7
3367,Dominican Republic,M,Secondary,... if she argues with him,0.7
3368,Dominican Republic,M,Higher,... if she goes out without telling him,0.2
3369,Dominican Republic,M,No education,... if she goes out without telling him,5.0
3370,Dominican Republic,M,Primary,... if she goes out without telling him,3.9
3371,Dominican Republic,M,Secondary,... if she goes out without telling him,1.1
3372,Dominican Republic,M,Higher,... if she neglects the children,0.3
3373,Dominican Republic,M,No education,... if she neglects the children,6.0
3374,Dominican Republic,M,Primary,... if she neglects the children,3.9
3375,Dominican Republic,M,Secondary,... if she neglects the children,1.4
3376,Dominican Republic,M,Higher,... if she refuses to have sex with him,0.3
3377,Dominican Republic,M,No education,... if she refuses to have sex with him,0.9
3378,Dominican Republic,M,Primary,... if she refuses to have sex with him,0.9
3379,Dominican Republic,M,Secondary,... if she refuses to have sex with him,0.5
3421,Egypt,F,Higher,... if she burns the food,1.1
3424,Egypt,F,Secondary,... if she burns the food,4.9
3432,Egypt,F,Primary,... if she burns the food,10.9
3433,Egypt,F,No education,... if she burns the food,13.1
3438,Egypt,M,Higher,... if she burns the food,14.9
3439,Egypt,M,No education,... if she burns the food,14.9
3440,Egypt,M,Primary,... if she burns the food,14.9
3441,Egypt,M,Secondary,... if she burns the food,14.9
3465,Egypt,F,Higher,... for at least one specific reason,13.3
3466,Egypt,F,No education,... for at least one specific reason,53.1
3467,Egypt,F,Primary,... for at least one specific reason,47.2
3468,Egypt,F,Secondary,... for at least one specific reason,31.3
3469,Egypt,F,Higher,... if she argues with him,2.5
3470,Egypt,F,No education,... if she argues with him,23.4
3471,Egypt,F,Primary,... if she argues with him,20.4
3472,Egypt,F,Secondary,... if she argues with him,9.0
3473,Egypt,F,Higher,... if she goes out without telling him,6.5
3474,Egypt,F,No education,... if she goes out without telling him,41.8
3475,Egypt,F,Primary,... if she goes out without telling him,36.7
3476,Egypt,F,Secondary,... if she goes out without telling him,20.9
3477,Egypt,F,Higher,... if she neglects the children,6.0
3478,Egypt,F,No education,... if she neglects the children,38.6
3479,Egypt,F,Primary,... if she neglects the children,34.8
3480,Egypt,F,Secondary,... if she neglects the children,20.2
3481,Egypt,F,Higher,... if she refuses to have sex with him,6.7
3482,Egypt,F,No education,... if she refuses to have sex with him,33.4
3483,Egypt,F,Primary,... if she refuses to have sex with him,28.6
3484,Egypt,F,Secondary,... if she refuses to have sex with him,15.4
3540,Egypt,M,Higher,... for at least one specific reason,14.9
3541,Egypt,M,No education,... for at least one specific reason,14.9
3542,Egypt,M,Primary,... for at least one specific reason,14.9
3543,Egypt,M,Secondary,... for at least one specific reason,14.9
3544,Egypt,M,Higher,... if she argues with him,14.9
3545,Egypt,M,No education,... if she argues with him,14.9
3546,Egypt,M,Primary,... if she argues with him,14.9
3547,Egypt,M,Secondary,... if she argues with him,14.9
3548,Egypt,M,Higher,... if she goes out without telling him,14.9
3549,Egypt,M,No education,... if she goes out without telling him,14.9
3550,Egypt,M,Primary,... if she goes out without telling him,14.9
3551,Egypt,M,Secondary,... if she goes out without telling him,14.9
3552,Egypt,M,Higher,... if she neglects the children,14.9
3553,Egypt,M,No education,... if she neglects the children,14.9
3554,Egypt,M,Primary,... if she neglects the children,14.9
3555,Egypt,M,Secondary,... if she neglects the children,14.9
3556,Egypt,M,Higher,... if she refuses to have sex with him,14.9
3557,Egypt,M,No education,... if she refuses to have sex with him,14.9
3558,Egypt,M,Primary,... if she refuses to have sex with him,14.9
3559,Egypt,M,Secondary,... if she refuses to have sex with him,14.9
3600,Eritrea,F,Higher,... if she burns the food,5.1
3601,Eritrea,F,Secondary,... if she burns the food,15.7
3611,Eritrea,F,Primary,... if she burns the food,31.0
3612,Eritrea,F,No education,... if she burns the food,33.8
3618,Eritrea,M,Higher,... if she burns the food,14.9
3619,Eritrea,M,No education,... if she burns the food,14.9
3620,Eritrea,M,Primary,... if she burns the food,14.9
3621,Eritrea,M,Secondary,... if she burns the food,14.9
3645,Eritrea,F,Higher,... for at least one specific reason,32.1
3646,Eritrea,F,No education,... for at least one specific reason,56.35000000000001
3647,Eritrea,F,Primary,... for at least one specific reason,56.35000000000001
3648,Eritrea,F,Secondary,... for at least one specific reason,50.3
3649,Eritrea,F,Higher,... if she argues with him,9.8
3650,Eritrea,F,No education,... if she argues with him,55.1
3651,Eritrea,F,Primary,... if she argues with him,43.3
3652,Eritrea,F,Secondary,... if she argues with him,20.9
3653,Eritrea,F,Higher,... if she goes out without telling him,9.3
3654,Eritrea,F,No education,... if she goes out without telling him,56.35000000000001
3655,Eritrea,F,Primary,... if she goes out without telling him,52.8
3656,Eritrea,F,Secondary,... if she goes out without telling him,26.8
3657,Eritrea,F,Higher,... if she neglects the children,18.8
3658,Eritrea,F,No education,... if she neglects the children,55.2
3659,Eritrea,F,Primary,... if she neglects the children,54.7
3660,Eritrea,F,Secondary,... if she neglects the children,36.3
3661,Eritrea,F,Higher,... if she refuses to have sex with him,9.0
3662,Eritrea,F,No education,... if she refuses to have sex with him,56.35000000000001
3663,Eritrea,F,Primary,... if she refuses to have sex with him,47.3
3664,Eritrea,F,Secondary,... if she refuses to have sex with him,23.8
3720,Eritrea,M,Higher,... for at least one specific reason,14.9
3721,Eritrea,M,No education,... for at least one specific reason,14.9
3722,Eritrea,M,Primary,... for at least one specific reason,14.9
3723,Eritrea,M,Secondary,... for at least one specific reason,14.9
3724,Eritrea,M,Higher,... if she argues with him,14.9
3725,Eritrea,M,No education,... if she argues with him,14.9
3726,Eritrea,M,Primary,... if she argues with him,14.9
3727,Eritrea,M,Secondary,... if she argues with him,14.9
3728,Eritrea,M,Higher,... if she goes out without telling him,14.9
3729,Eritrea,M,No education,... if she goes out without telling him,14.9
3730,Eritrea,M,Primary,... if she goes out without telling him,14.9
3731,Eritrea,M,Secondary,... if she goes out without telling him,14.9
3732,Eritrea,M,Higher,... if she neglects the children,14.9
3733,Eritrea,M,No education,... if she neglects the children,14.9
3734,Eritrea,M,Primary,... if she neglects the children,14.9
3735,Eritrea,M,Secondary,... if she neglects the children,14.9
3736,Eritrea,M,Higher,... if she refuses to have sex with him,14.9
3737,Eritrea,M,No education,... if she refuses to have sex with him,14.9
3738,Eritrea,M,Primary,... if she refuses to have sex with him,14.9
3739,Eritrea,M,Secondary,... if she refuses to have sex with him,14.9
3780,Eswatini,F,Higher,... if she burns the food,0.2
3781,Eswatini,F,Secondary,... if she burns the food,1.4
3792,Eswatini,F,Primary,... if she burns the food,5.2
3793,Eswatini,F,No education,... if she burns the food,5.3
3795,Eswatini,M,Higher,... if she burns the food,1.0
3801,Eswatini,M,Secondary,... if she burns the food,2.8
3803,Eswatini,M,No education,... if she burns the food,4.1
3809,Eswatini,M,Primary,... if she burns the food,6.8
3825,Eswatini,F,Higher,... for at least one specific reason,3.9
3826,Eswatini,F,No education,... for at least one specific reason,30.1
3827,Eswatini,F,Primary,... for at least one specific reason,31.4
3828,Eswatini,F,Secondary,... for at least one specific reason,19.7
3829,Eswatini,F,Higher,... if she argues with him,2.1
3830,Eswatini,F,No education,... if she argues with him,23.9
3831,Eswatini,F,Primary,... if she argues with him,23.9
3832,Eswatini,F,Secondary,... if she argues with him,13.8
3833,Eswatini,F,Higher,... if she goes out without telling him,1.2
3834,Eswatini,F,No education,... if she goes out without telling him,11.8
3835,Eswatini,F,Primary,... if she goes out without telling him,13.9
3836,Eswatini,F,Secondary,... if she goes out without telling him,7.1
3837,Eswatini,F,Higher,... if she neglects the children,1.4
3838,Eswatini,F,No education,... if she neglects the children,12.2
3839,Eswatini,F,Primary,... if she neglects the children,14.9
3840,Eswatini,F,Secondary,... if she neglects the children,10.0
3841,Eswatini,F,Higher,... if she refuses to have sex with him,0.3
3842,Eswatini,F,No education,... if she refuses to have sex with him,7.6
3843,Eswatini,F,Primary,... if she refuses to have sex with him,5.8
3844,Eswatini,F,Secondary,... if she refuses to have sex with him,1.5
3900,Eswatini,M,Higher,... for at least one specific reason,10.4
3901,Eswatini,M,No education,... for at least one specific reason,28.0
3902,Eswatini,M,Primary,... for at least one specific reason,40.9
3903,Eswatini,M,Secondary,... for at least one specific reason,28.5
3904,Eswatini,M,Higher,... if she argues with him,7.7
3905,Eswatini,M,No education,... if she argues with him,21.1
3906,Eswatini,M,Primary,... if she argues with him,30.6
3907,Eswatini,M,Secondary,... if she argues with him,19.8
3908,Eswatini,M,Higher,... if she goes out without telling him,4.1
3909,Eswatini,M,No education,... if she goes out without telling him,11.5
3910,Eswatini,M,Primary,... if she goes out without telling him,21.0
3911,Eswatini,M,Secondary,... if she goes out without telling him,12.9
3912,Eswatini,M,Higher,... if she neglects the children,5.1
3913,Eswatini,M,No education,... if she neglects the children,12.2
3914,Eswatini,M,Primary,... if she neglects the children,21.0
3915,Eswatini,M,Secondary,... if she neglects the children,13.3
3916,Eswatini,M,Higher,... if she refuses to have sex with him,1.5
3917,Eswatini,M,No education,... if she refuses to have sex with him,6.1
3918,Eswatini,M,Primary,... if she refuses to have sex with him,6.3
3919,Eswatini,M,Secondary,... if she refuses to have sex with him,1.9
3960,Ethiopia,F,Higher,... if she burns the food,6.4
3962,Ethiopia,F,Secondary,... if she burns the food,17.7
3967,Ethiopia,F,Primary,... if she burns the food,39.4
3974,Ethiopia,F,No education,... if she burns the food,49.3
3975,Ethiopia,M,Higher,... if she burns the food,3.2
3977,Ethiopia,M,Secondary,... if she burns the food,5.3
3984,Ethiopia,M,Primary,... if she burns the food,12.3
3988,Ethiopia,M,No education,... if she burns the food,16.7
4005,Ethiopia,F,Higher,... for at least one specific reason,26.1
4006,Ethiopia,F,No education,... for at least one specific reason,56.35000000000001
4007,Ethiopia,F,Primary,... for at least one specific reason,56.35000000000001
4008,Ethiopia,F,Secondary,... for at least one specific reason,41.9
4009,Ethiopia,F,Higher,... if she argues with him,9.6
4010,Ethiopia,F,No education,... if she argues with him,50.9
4011,Ethiopia,F,Primary,... if she argues with him,42.3
4012,Ethiopia,F,Secondary,... if she argues with him,21.4
4013,Ethiopia,F,Higher,... if she goes out without telling him,11.7
4014,Ethiopia,F,No education,... if she goes out without telling him,52.2
4015,Ethiopia,F,Primary,... if she goes out without telling him,42.3
4016,Ethiopia,F,Secondary,... if she goes out without telling him,25.2
4017,Ethiopia,F,Higher,... if she neglects the children,19.6
4018,Ethiopia,F,No education,... if she neglects the children,54.5
4019,Ethiopia,F,Primary,... if she neglects the children,47.7
4020,Ethiopia,F,Secondary,... if she neglects the children,31.2
4021,Ethiopia,F,Higher,... if she refuses to have sex with him,5.6
4022,Ethiopia,F,No education,... if she refuses to have sex with him,44.0
4023,Ethiopia,F,Primary,... if she refuses to have sex with him,32.9
4024,Ethiopia,F,Secondary,... if she refuses to have sex with him,16.1
4080,Ethiopia,M,Higher,... for at least one specific reason,11.2
4081,Ethiopia,M,No education,... for at least one specific reason,36.0
4082,Ethiopia,M,Primary,... for at least one specific reason,29.0
4083,Ethiopia,M,Secondary,... for at least one specific reason,18.0
4084,Ethiopia,M,Higher,... if she argues with him,5.5
4085,Ethiopia,M,No education,... if she argues with him,21.5
4086,Ethiopia,M,Primary,... if she argues with him,17.4
4087,Ethiopia,M,Secondary,... if she argues with him,7.9
4088,Ethiopia,M,Higher,... if she goes out without telling him,5.6
4089,Ethiopia,M,No education,... if she goes out without telling him,22.4
4090,Ethiopia,M,Primary,... if she goes out without telling him,17.7
4091,Ethiopia,M,Secondary,... if she goes out without telling him,10.2
4092,Ethiopia,M,Higher,... if she neglects the children,7.5
4093,Ethiopia,M,No education,... if she neglects the children,25.9
4094,Ethiopia,M,Primary,... if she neglects the children,19.3
4095,Ethiopia,M,Secondary,... if she neglects the children,13.0
4096,Ethiopia,M,Higher,... if she refuses to have sex with him,4.3
4097,Ethiopia,M,No education,... if she refuses to have sex with him,17.4
4098,Ethiopia,M,Primary,... if she refuses to have sex with him,13.3
4099,Ethiopia,M,Secondary,... if she refuses to have sex with him,6.4
4140,Gabon,F,Higher,... if she burns the food,2.2
4142,Gabon,F,Secondary,... if she burns the food,9.6
4152,Gabon,F,No education,... if she burns the food,15.9
4153,Gabon,F,Primary,... if she burns the food,16.6
4155,Gabon,M,Higher,... if she burns the food,3.5
4163,Gabon,M,Primary,... if she burns the food,6.9
4165,Gabon,M,Secondary,... if she burns the food,7.2
4169,Gabon,M,No education,... if she burns the food,9.9
4185,Gabon,F,Higher,... for at least one specific reason,24.1
4186,Gabon,F,No education,... for at least one specific reason,56.35000000000001
4187,Gabon,F,Primary,... for at least one specific reason,56.35000000000001
4188,Gabon,F,Secondary,... for at least one specific reason,50.7
4189,Gabon,F,Higher,... if she argues with him,10.9
4190,Gabon,F,No education,... if she argues with him,37.1
4191,Gabon,F,Primary,... if she argues with him,35.0
4192,Gabon,F,Secondary,... if she argues with him,24.7
4193,Gabon,F,Higher,... if she goes out without telling him,3.8
4194,Gabon,F,No education,... if she goes out without telling him,35.6
4195,Gabon,F,Primary,... if she goes out without telling him,32.6
4196,Gabon,F,Secondary,... if she goes out without telling him,15.7
4197,Gabon,F,Higher,... if she neglects the children,17.1
4198,Gabon,F,No education,... if she neglects the children,50.2
4199,Gabon,F,Primary,... if she neglects the children,46.2
4200,Gabon,F,Secondary,... if she neglects the children,41.1
4201,Gabon,F,Higher,... if she refuses to have sex with him,2.2
4202,Gabon,F,No education,... if she refuses to have sex with him,23.2
4203,Gabon,F,Primary,... if she refuses to have sex with him,16.3
4204,Gabon,F,Secondary,... if she refuses to have sex with him,6.4
4260,Gabon,M,Higher,... for at least one specific reason,23.5
4261,Gabon,M,No education,... for at least one specific reason,37.4
4262,Gabon,M,Primary,... for at least one specific reason,40.1
4263,Gabon,M,Secondary,... for at least one specific reason,43.6
4264,Gabon,M,Higher,... if she argues with him,11.3
4265,Gabon,M,No education,... if she argues with him,21.3
4266,Gabon,M,Primary,... if she argues with him,20.7
4267,Gabon,M,Secondary,... if she argues with him,21.0
4268,Gabon,M,Higher,... if she goes out without telling him,6.3
4269,Gabon,M,No education,... if she goes out without telling him,16.3
4270,Gabon,M,Primary,... if she goes out without telling him,17.7
4271,Gabon,M,Secondary,... if she goes out without telling him,14.8
4272,Gabon,M,Higher,... if she neglects the children,16.4
4273,Gabon,M,No education,... if she neglects the children,26.3
4274,Gabon,M,Primary,... if she neglects the children,28.3
4275,Gabon,M,Secondary,... if she neglects the children,32.4
4276,Gabon,M,Higher,... if she refuses to have sex with him,1.7
4277,Gabon,M,No education,... if she refuses to have sex with him,15.7
4278,Gabon,M,Primary,... if she refuses to have sex with him,7.3
4279,Gabon,M,Secondary,... if she refuses to have sex with him,5.5
4320,Gambia,F,Higher,... if she burns the food,1.9
4323,Gambia,F,Secondary,... if she burns the food,7.0
4332,Gambia,F,No education,... if she burns the food,13.4
4333,Gambia,F,Primary,... if she burns the food,13.7
4335,Gambia,M,Higher,... if she burns the food,2.3
4342,Gambia,M,No education,... if she burns the food,4.7
4343,Gambia,M,Secondary,... if she burns the food,7.0
4348,Gambia,M,Primary,... if she burns the food,10.2
4365,Gambia,F,Higher,... for at least one specific reason,28.2
4366,Gambia,F,No education,... for at least one specific reason,56.35000000000001
4367,Gambia,F,Primary,... for at least one specific reason,56.35000000000001
4368,Gambia,F,Secondary,... for at least one specific reason,47.1
4369,Gambia,F,Higher,... if she argues with him,4.2
4370,Gambia,F,No education,... if she argues with him,29.8
4371,Gambia,F,Primary,... if she argues with him,29.8
4372,Gambia,F,Secondary,... if she argues with him,17.3
4373,Gambia,F,Higher,... if she goes out without telling him,11.9
4374,Gambia,F,No education,... if she goes out without telling him,52.0
4375,Gambia,F,Primary,... if she goes out without telling him,49.7
4376,Gambia,F,Secondary,... if she goes out without telling him,30.1
4377,Gambia,F,Higher,... if she neglects the children,12.8
4378,Gambia,F,No education,... if she neglects the children,42.1
4379,Gambia,F,Primary,... if she neglects the children,40.9
4380,Gambia,F,Secondary,... if she neglects the children,27.3
4381,Gambia,F,Higher,... if she refuses to have sex with him,17.4
4382,Gambia,F,No education,... if she refuses to have sex with him,54.7
4383,Gambia,F,Primary,... if she refuses to have sex with him,53.3
4384,Gambia,F,Secondary,... if she refuses to have sex with him,32.0
4440,Gambia,M,Higher,... for at least one specific reason,15.4
4441,Gambia,M,No education,... for at least one specific reason,35.2
4442,Gambia,M,Primary,... for at least one specific reason,41.9
4443,Gambia,M,Secondary,... for at least one specific reason,32.5
4444,Gambia,M,Higher,... if she argues with him,2.7
4445,Gambia,M,No education,... if she argues with him,12.0
4446,Gambia,M,Primary,... if she argues with him,16.6
4447,Gambia,M,Secondary,... if she argues with him,11.1
4448,Gambia,M,Higher,... if she goes out without telling him,8.3
4449,Gambia,M,No education,... if she goes out without telling him,24.6
4450,Gambia,M,Primary,... if she goes out without telling him,27.9
4451,Gambia,M,Secondary,... if she goes out without telling him,18.8
4452,Gambia,M,Higher,... if she neglects the children,10.2
4453,Gambia,M,No education,... if she neglects the children,19.9
4454,Gambia,M,Primary,... if she neglects the children,23.0
4455,Gambia,M,Secondary,... if she neglects the children,18.8
4456,Gambia,M,Higher,... if she refuses to have sex with him,4.6
4457,Gambia,M,No education,... if she refuses to have sex with him,23.4
4458,Gambia,M,Primary,... if she refuses to have sex with him,26.4
4459,Gambia,M,Secondary,... if she refuses to have sex with him,17.4
4500,Ghana,F,Higher,... if she burns the food,1.1
4502,Ghana,F,Secondary,... if she burns the food,4.7
4511,Ghana,F,Primary,... if she burns the food,9.7
4514,Ghana,F,No education,... if she burns the food,15.4
4516,Ghana,M,Higher,... if she burns the food,0.9
4523,Ghana,M,Secondary,... if she burns the food,2.8
