,Country,Gender,Demographics Response,Question,Value
2236,Chad,F,Unemployed,... if she neglects the children,54.2
2237,Chad,F,Employed for cash,... if she refuses to have sex with him,45.7
2238,Chad,F,Employed for kind,... if she refuses to have sex with him,40.1
2239,Chad,F,Unemployed,... if she refuses to have sex with him,37.0
2300,Chad,M,Employed for cash,... for at least one specific reason,51.9
2301,Chad,M,Employed for kind,... for at least one specific reason,48.2
2302,Chad,M,Unemployed,... for at least one specific reason,51.8
2303,Chad,M,Employed for cash,... if she argues with him,20.1
2304,Chad,M,Employed for kind,... if she argues with him,23.9
2305,Chad,M,Unemployed,... if she argues with him,26.5
2306,Chad,M,Employed for cash,... if she goes out without telling him,26.9
2307,Chad,M,Employed for kind,... if she goes out without telling him,29.1
2308,Chad,M,Unemployed,... if she goes out without telling him,30.3
2309,Chad,M,Employed for cash,... if she neglects the children,39.6
2310,Chad,M,Employed for kind,... if she neglects the children,33.2
2311,Chad,M,Unemployed,... if she neglects the children,37.7
2312,Chad,M,Employed for cash,... if she refuses to have sex with him,23.7
2313,Chad,M,Employed for kind,... if she refuses to have sex with him,24.2
2314,Chad,M,Unemployed,... if she refuses to have sex with him,22.9
2342,Colombia,F,Employed for cash,... if she burns the food,1.1
2348,Colombia,F,Unemployed,... if she burns the food,1.3
2354,Colombia,F,Employed for kind,... if she burns the food,1.9
2360,Colombia,M,Employed for cash,... if she burns the food,1.1
2365,Colombia,M,Employed for kind,... if she burns the food,1.4
2366,Colombia,M,Unemployed,... if she burns the food,1.7
2405,Colombia,F,Employed for cash,... for at least one specific reason,2.7
2406,Colombia,F,Employed for kind,... for at least one specific reason,5.5
2407,Colombia,F,Unemployed,... for at least one specific reason,3.9
2408,Colombia,F,Employed for cash,... if she argues with him,1.1
2409,Colombia,F,Employed for kind,... if she argues with him,2.0
2410,Colombia,F,Unemployed,... if she argues with him,1.5
2411,Colombia,F,Employed for cash,... if she goes out without telling him,1.1
2412,Colombia,F,Employed for kind,... if she goes out without telling him,2.4
2413,Colombia,F,Unemployed,... if she goes out without telling him,1.4
2414,Colombia,F,Employed for cash,... if she neglects the children,2.1
2415,Colombia,F,Employed for kind,... if she neglects the children,4.4
2416,Colombia,F,Unemployed,... if she neglects the children,2.9
2417,Colombia,F,Employed for cash,... if she refuses to have sex with him,1.0
2418,Colombia,F,Employed for kind,... if she refuses to have sex with him,2.0
2419,Colombia,F,Unemployed,... if she refuses to have sex with him,1.1
2480,Colombia,M,Employed for cash,... for at least one specific reason,4.1
2481,Colombia,M,Employed for kind,... for at least one specific reason,7.5
2482,Colombia,M,Unemployed,... for at least one specific reason,4.2
2483,Colombia,M,Employed for cash,... if she argues with him,1.4
2484,Colombia,M,Employed for kind,... if she argues with him,2.0
2485,Colombia,M,Unemployed,... if she argues with him,1.7
2486,Colombia,M,Employed for cash,... if she goes out without telling him,1.4
2487,Colombia,M,Employed for kind,... if she goes out without telling him,2.3
2488,Colombia,M,Unemployed,... if she goes out without telling him,1.5
2489,Colombia,M,Employed for cash,... if she neglects the children,3.0
2490,Colombia,M,Employed for kind,... if she neglects the children,4.1
2491,Colombia,M,Unemployed,... if she neglects the children,2.8
2492,Colombia,M,Employed for cash,... if she refuses to have sex with him,1.2
2493,Colombia,M,Employed for kind,... if she refuses to have sex with him,3.3
2494,Colombia,M,Unemployed,... if she refuses to have sex with him,1.8
2523,Comoros,F,Employed for cash,... if she burns the food,11.1
2527,Comoros,F,Unemployed,... if she burns the food,12.1
2534,Comoros,F,Employed for kind,... if she burns the food,18.3
2537,Comoros,M,Unemployed,... if she burns the food,1.8
2541,Comoros,M,Employed for cash,... if she burns the food,2.7
2549,Comoros,M,Employed for kind,... if she burns the food,5.5
2585,Comoros,F,Employed for cash,... for at least one specific reason,39.7
2586,Comoros,F,Employed for kind,... for at least one specific reason,49.7
2587,Comoros,F,Unemployed,... for at least one specific reason,36.0
2588,Comoros,F,Employed for cash,... if she argues with him,15.2
2589,Comoros,F,Employed for kind,... if she argues with him,17.2
2590,Comoros,F,Unemployed,... if she argues with him,15.5
2591,Comoros,F,Employed for cash,... if she goes out without telling him,30.1
2592,Comoros,F,Employed for kind,... if she goes out without telling him,34.0
2593,Comoros,F,Unemployed,... if she goes out without telling him,26.1
2594,Comoros,F,Employed for cash,... if she neglects the children,30.9
2595,Comoros,F,Employed for kind,... if she neglects the children,37.5
2596,Comoros,F,Unemployed,... if she neglects the children,27.2
2597,Comoros,F,Employed for cash,... if she refuses to have sex with him,20.7
2598,Comoros,F,Employed for kind,... if she refuses to have sex with him,27.5
2599,Comoros,F,Unemployed,... if she refuses to have sex with him,17.8
2660,Comoros,M,Employed for cash,... for at least one specific reason,12.3
2661,Comoros,M,Employed for kind,... for at least one specific reason,23.8
2662,Comoros,M,Unemployed,... for at least one specific reason,22.7
2663,Comoros,M,Employed for cash,... if she argues with him,3.2
2664,Comoros,M,Employed for kind,... if she argues with him,11.3
2665,Comoros,M,Unemployed,... if she argues with him,10.9
2666,Comoros,M,Employed for cash,... if she goes out without telling him,5.0
2667,Comoros,M,Employed for kind,... if she goes out without telling him,11.5
2668,Comoros,M,Unemployed,... if she goes out without telling him,7.1
2669,Comoros,M,Employed for cash,... if she neglects the children,5.3
2670,Comoros,M,Employed for kind,... if she neglects the children,12.0
2671,Comoros,M,Unemployed,... if she neglects the children,10.3
2672,Comoros,M,Employed for cash,... if she refuses to have sex with him,6.8
2673,Comoros,M,Employed for kind,... if she refuses to have sex with him,8.2
2674,Comoros,M,Unemployed,... if she refuses to have sex with him,10.4
2707,Congo,F,Employed for cash,... if she burns the food,14.9
2708,Congo,F,Employed for kind,... if she burns the food,14.9
2709,Congo,F,Unemployed,... if she burns the food,14.9
2722,Congo,M,Employed for cash,... if she burns the food,14.9
2723,Congo,M,Employed for kind,... if she burns the food,14.9
2724,Congo,M,Unemployed,... if she burns the food,14.9
2765,Congo,F,Employed for cash,... for at least one specific reason,56.35000000000001
2766,Congo,F,Employed for kind,... for at least one specific reason,56.35000000000001
2767,Congo,F,Unemployed,... for at least one specific reason,56.35000000000001
2768,Congo,F,Employed for cash,... if she argues with him,14.9
2769,Congo,F,Employed for kind,... if she argues with him,14.9
2770,Congo,F,Unemployed,... if she argues with him,14.9
2771,Congo,F,Employed for cash,... if she goes out without telling him,40.8
2772,Congo,F,Employed for kind,... if she goes out without telling him,50.0
2773,Congo,F,Unemployed,... if she goes out without telling him,39.1
2774,Congo,F,Employed for cash,... if she neglects the children,46.3
2775,Congo,F,Employed for kind,... if she neglects the children,52.8
2776,Congo,F,Unemployed,... if she neglects the children,46.5
2777,Congo,F,Employed for cash,... if she refuses to have sex with him,27.3
2778,Congo,F,Employed for kind,... if she refuses to have sex with him,32.1
2779,Congo,F,Unemployed,... if she refuses to have sex with him,23.4
2840,Congo,M,Employed for cash,... for at least one specific reason,41.9
2841,Congo,M,Employed for kind,... for at least one specific reason,29.6
2842,Congo,M,Unemployed,... for at least one specific reason,49.6
2843,Congo,M,Employed for cash,... if she argues with him,14.9
2844,Congo,M,Employed for kind,... if she argues with him,14.9
2845,Congo,M,Unemployed,... if she argues with him,14.9
2846,Congo,M,Employed for cash,... if she goes out without telling him,21.7
2847,Congo,M,Employed for kind,... if she goes out without telling him,15.4
2848,Congo,M,Unemployed,... if she goes out without telling him,25.7
2849,Congo,M,Employed for cash,... if she neglects the children,30.4
2850,Congo,M,Employed for kind,... if she neglects the children,18.8
2851,Congo,M,Unemployed,... if she neglects the children,36.7
2852,Congo,M,Employed for cash,... if she refuses to have sex with him,12.8
2853,Congo,M,Employed for kind,... if she refuses to have sex with him,7.8
2854,Congo,M,Unemployed,... if she refuses to have sex with him,15.8
2882,Congo Democratic Republic,F,Employed for kind,... if she burns the food,21.2
2885,Congo Democratic Republic,F,Unemployed,... if she burns the food,22.9
2891,Congo Democratic Republic,F,Employed for cash,... if she burns the food,25.7
2898,Congo Democratic Republic,M,Employed for kind,... if she burns the food,12.3
2901,Congo Democratic Republic,M,Employed for cash,... if she burns the food,14.2
2909,Congo Democratic Republic,M,Unemployed,... if she burns the food,19.9
2945,Congo Democratic Republic,F,Employed for cash,... for at least one specific reason,56.35000000000001
2946,Congo Democratic Republic,F,Employed for kind,... for at least one specific reason,56.35000000000001
2947,Congo Democratic Republic,F,Unemployed,... for at least one specific reason,56.35000000000001
2948,Congo Democratic Republic,F,Employed for cash,... if she argues with him,56.35000000000001
2949,Congo Democratic Republic,F,Employed for kind,... if she argues with him,52.1
2950,Congo Democratic Republic,F,Unemployed,... if she argues with him,54.6
2951,Congo Democratic Republic,F,Employed for cash,... if she goes out without telling him,51.4
2952,Congo Democratic Republic,F,Employed for kind,... if she goes out without telling him,43.2
2953,Congo Democratic Republic,F,Unemployed,... if she goes out without telling him,46.7
2954,Congo Democratic Republic,F,Employed for cash,... if she neglects the children,54.2
2955,Congo Democratic Republic,F,Employed for kind,... if she neglects the children,40.6
2956,Congo Democratic Republic,F,Unemployed,... if she neglects the children,49.9
2957,Congo Democratic Republic,F,Employed for cash,... if she refuses to have sex with him,46.1
2958,Congo Democratic Republic,F,Employed for kind,... if she refuses to have sex with him,44.3
2959,Congo Democratic Republic,F,Unemployed,... if she refuses to have sex with him,37.4
3020,Congo Democratic Republic,M,Employed for cash,... for at least one specific reason,56.35000000000001
3021,Congo Democratic Republic,M,Employed for kind,... for at least one specific reason,56.35000000000001
3022,Congo Democratic Republic,M,Unemployed,... for at least one specific reason,56.35000000000001
3023,Congo Democratic Republic,M,Employed for cash,... if she argues with him,42.0
3024,Congo Democratic Republic,M,Employed for kind,... if she argues with him,36.1
3025,Congo Democratic Republic,M,Unemployed,... if she argues with him,45.6
3026,Congo Democratic Republic,M,Employed for cash,... if she goes out without telling him,31.6
3027,Congo Democratic Republic,M,Employed for kind,... if she goes out without telling him,30.0
3028,Congo Democratic Republic,M,Unemployed,... if she goes out without telling him,37.4
3029,Congo Democratic Republic,M,Employed for cash,... if she neglects the children,38.9
3030,Congo Democratic Republic,M,Employed for kind,... if she neglects the children,36.5
3031,Congo Democratic Republic,M,Unemployed,... if she neglects the children,46.3
3032,Congo Democratic Republic,M,Employed for cash,... if she refuses to have sex with him,22.9
3033,Congo Democratic Republic,M,Employed for kind,... if she refuses to have sex with him,20.1
3034,Congo Democratic Republic,M,Unemployed,... if she refuses to have sex with him,26.4
3064,Cote d'Ivoire,F,Unemployed,... if she burns the food,15.7
3068,Cote d'Ivoire,F,Employed for cash,... if she burns the food,16.4
3070,Cote d'Ivoire,F,Employed for kind,... if she burns the food,17.3
3080,Cote d'Ivoire,M,Employed for cash,... if she burns the food,11.5
3085,Cote d'Ivoire,M,Employed for kind,... if she burns the food,13.9
3088,Cote d'Ivoire,M,Unemployed,... if she burns the food,16.4
3125,Cote d'Ivoire,F,Employed for cash,... for at least one specific reason,48.5
3126,Cote d'Ivoire,F,Employed for kind,... for at least one specific reason,52.4
3127,Cote d'Ivoire,F,Unemployed,... for at least one specific reason,44.0
3128,Cote d'Ivoire,F,Employed for cash,... if she argues with him,35.9
3129,Cote d'Ivoire,F,Employed for kind,... if she argues with him,37.1
3130,Cote d'Ivoire,F,Unemployed,... if she argues with him,29.8
3131,Cote d'Ivoire,F,Employed for cash,... if she goes out without telling him,28.0
3132,Cote d'Ivoire,F,Employed for kind,... if she goes out without telling him,28.8
3133,Cote d'Ivoire,F,Unemployed,... if she goes out without telling him,22.6
3134,Cote d'Ivoire,F,Employed for cash,... if she neglects the children,33.4
3135,Cote d'Ivoire,F,Employed for kind,... if she neglects the children,35.8
3136,Cote d'Ivoire,F,Unemployed,... if she neglects the children,29.7
3137,Cote d'Ivoire,F,Employed for cash,... if she refuses to have sex with him,22.9
3138,Cote d'Ivoire,F,Employed for kind,... if she refuses to have sex with him,23.9
3139,Cote d'Ivoire,F,Unemployed,... if she refuses to have sex with him,17.4
3200,Cote d'Ivoire,M,Employed for cash,... for at least one specific reason,40.7
3201,Cote d'Ivoire,M,Employed for kind,... for at least one specific reason,45.5
3202,Cote d'Ivoire,M,Unemployed,... for at least one specific reason,44.4
3203,Cote d'Ivoire,M,Employed for cash,... if she argues with him,25.2
3204,Cote d'Ivoire,M,Employed for kind,... if she argues with him,30.6
3205,Cote d'Ivoire,M,Unemployed,... if she argues with him,23.2
3206,Cote d'Ivoire,M,Employed for cash,... if she goes out without telling him,21.6
3207,Cote d'Ivoire,M,Employed for kind,... if she goes out without telling him,26.5
3208,Cote d'Ivoire,M,Unemployed,... if she goes out without telling him,19.5
3209,Cote d'Ivoire,M,Employed for cash,... if she neglects the children,27.3
3210,Cote d'Ivoire,M,Employed for kind,... if she neglects the children,33.9
3211,Cote d'Ivoire,M,Unemployed,... if she neglects the children,30.5
3212,Cote d'Ivoire,M,Employed for cash,... if she refuses to have sex with him,11.1
3213,Cote d'Ivoire,M,Employed for kind,... if she refuses to have sex with him,17.0
3214,Cote d'Ivoire,M,Unemployed,... if she refuses to have sex with him,9.5
3243,Dominican Republic,F,Employed for cash,... if she burns the food,0.5
3249,Dominican Republic,F,Employed for kind,... if she burns the food,0.7
3251,Dominican Republic,F,Unemployed,... if she burns the food,0.8
3255,Dominican Republic,M,Employed for cash,... if she burns the food,14.9
3256,Dominican Republic,M,Employed for kind,... if she burns the food,14.9
3263,Dominican Republic,M,Unemployed,... if she burns the food,0.9
3305,Dominican Republic,F,Employed for cash,... for at least one specific reason,2.1
3306,Dominican Republic,F,Employed for kind,... for at least one specific reason,2.2
3307,Dominican Republic,F,Unemployed,... for at least one specific reason,2.7
3308,Dominican Republic,F,Employed for cash,... if she argues with him,0.7
3309,Dominican Republic,F,Employed for kind,... if she argues with him,0.5
3310,Dominican Republic,F,Unemployed,... if she argues with him,0.7
3311,Dominican Republic,F,Employed for cash,... if she goes out without telling him,0.8
3312,Dominican Republic,F,Employed for kind,... if she goes out without telling him,1.0
3313,Dominican Republic,F,Unemployed,... if she goes out without telling him,0.8
3314,Dominican Republic,F,Employed for cash,... if she neglects the children,1.5
3315,Dominican Republic,F,Employed for kind,... if she neglects the children,1.7
3316,Dominican Republic,F,Unemployed,... if she neglects the children,2.0
3317,Dominican Republic,F,Employed for cash,... if she refuses to have sex with him,0.3
3318,Dominican Republic,F,Employed for kind,... if she refuses to have sex with him,0.6
3319,Dominican Republic,F,Unemployed,... if she refuses to have sex with him,0.5
3380,Dominican Republic,M,Employed for cash,... for at least one specific reason,14.9
3381,Dominican Republic,M,Employed for kind,... for at least one specific reason,14.9
3382,Dominican Republic,M,Unemployed,... for at least one specific reason,4.2
3383,Dominican Republic,M,Employed for cash,... if she argues with him,14.9
3384,Dominican Republic,M,Employed for kind,... if she argues with him,14.9
3385,Dominican Republic,M,Unemployed,... if she argues with him,1.1
3386,Dominican Republic,M,Employed for cash,... if she goes out without telling him,14.9
3387,Dominican Republic,M,Employed for kind,... if she goes out without telling him,14.9
3388,Dominican Republic,M,Unemployed,... if she goes out without telling him,2.2
3389,Dominican Republic,M,Employed for cash,... if she neglects the children,14.9
3390,Dominican Republic,M,Employed for kind,... if she neglects the children,14.9
3391,Dominican Republic,M,Unemployed,... if she neglects the children,2.3
3392,Dominican Republic,M,Employed for cash,... if she refuses to have sex with him,14.9
3393,Dominican Republic,M,Employed for kind,... if she refuses to have sex with him,14.9
3394,Dominican Republic,M,Unemployed,... if she refuses to have sex with him,0.6
3423,Egypt,F,Employed for cash,... if she burns the food,4.4
3427,Egypt,F,Unemployed,... if she burns the food,7.1
3434,Egypt,F,Employed for kind,... if she burns the food,20.8
3442,Egypt,M,Employed for cash,... if she burns the food,14.9
3443,Egypt,M,Employed for kind,... if she burns the food,14.9
3444,Egypt,M,Unemployed,... if she burns the food,14.9
3485,Egypt,F,Employed for cash,... for at least one specific reason,24.1
3486,Egypt,F,Employed for kind,... for at least one specific reason,56.35000000000001
3487,Egypt,F,Unemployed,... for at least one specific reason,37.0
3488,Egypt,F,Employed for cash,... if she argues with him,6.6
3489,Egypt,F,Employed for kind,... if she argues with him,30.3
3490,Egypt,F,Unemployed,... if she argues with him,13.4
3491,Egypt,F,Employed for cash,... if she goes out without telling him,15.1
3492,Egypt,F,Employed for kind,... if she goes out without telling him,45.4
3493,Egypt,F,Unemployed,... if she goes out without telling him,26.8
3494,Egypt,F,Employed for cash,... if she neglects the children,14.7
3495,Egypt,F,Employed for kind,... if she neglects the children,43.0
3496,Egypt,F,Unemployed,... if she neglects the children,25.3
3497,Egypt,F,Employed for cash,... if she refuses to have sex with him,13.2
3498,Egypt,F,Employed for kind,... if she refuses to have sex with him,39.4
3499,Egypt,F,Unemployed,... if she refuses to have sex with him,20.5
3560,Egypt,M,Employed for cash,... for at least one specific reason,14.9
3561,Egypt,M,Employed for kind,... for at least one specific reason,14.9
3562,Egypt,M,Unemployed,... for at least one specific reason,14.9
3563,Egypt,M,Employed for cash,... if she argues with him,14.9
3564,Egypt,M,Employed for kind,... if she argues with him,14.9
3565,Egypt,M,Unemployed,... if she argues with him,14.9
3566,Egypt,M,Employed for cash,... if she goes out without telling him,14.9
3567,Egypt,M,Employed for kind,... if she goes out without telling him,14.9
3568,Egypt,M,Unemployed,... if she goes out without telling him,14.9
3569,Egypt,M,Employed for cash,... if she neglects the children,14.9
3570,Egypt,M,Employed for kind,... if she neglects the children,14.9
3571,Egypt,M,Unemployed,... if she neglects the children,14.9
3572,Egypt,M,Employed for cash,... if she refuses to have sex with him,14.9
3573,Egypt,M,Employed for kind,... if she refuses to have sex with him,14.9
3574,Egypt,M,Unemployed,... if she refuses to have sex with him,14.9
3604,Eritrea,F,Employed for cash,... if she burns the food,27.2
3606,Eritrea,F,Unemployed,... if she burns the food,28.2
3614,Eritrea,F,Employed for kind,... if she burns the food,46.1
3622,Eritrea,M,Employed for cash,... if she burns the food,14.9
3623,Eritrea,M,Employed for kind,... if she burns the food,14.9
3624,Eritrea,M,Unemployed,... if she burns the food,14.9
3665,Eritrea,F,Employed for cash,... for at least one specific reason,56.35000000000001
3666,Eritrea,F,Employed for kind,... for at least one specific reason,56.35000000000001
3667,Eritrea,F,Unemployed,... for at least one specific reason,56.35000000000001
3668,Eritrea,F,Employed for cash,... if she argues with him,36.8
3669,Eritrea,F,Employed for kind,... if she argues with him,56.35000000000001
3670,Eritrea,F,Unemployed,... if she argues with him,45.0
3671,Eritrea,F,Employed for cash,... if she goes out without telling him,43.8
3672,Eritrea,F,Employed for kind,... if she goes out without telling him,56.35000000000001
3673,Eritrea,F,Unemployed,... if she goes out without telling him,52.5
3674,Eritrea,F,Employed for cash,... if she neglects the children,49.5
3675,Eritrea,F,Employed for kind,... if she neglects the children,56.35000000000001
3676,Eritrea,F,Unemployed,... if she neglects the children,50.3
3677,Eritrea,F,Employed for cash,... if she refuses to have sex with him,39.8
3678,Eritrea,F,Employed for kind,... if she refuses to have sex with him,56.35000000000001
3679,Eritrea,F,Unemployed,... if she refuses to have sex with him,48.7
3740,Eritrea,M,Employed for cash,... for at least one specific reason,14.9
3741,Eritrea,M,Employed for kind,... for at least one specific reason,14.9
3742,Eritrea,M,Unemployed,... for at least one specific reason,14.9
3743,Eritrea,M,Employed for cash,... if she argues with him,14.9
3744,Eritrea,M,Employed for kind,... if she argues with him,14.9
3745,Eritrea,M,Unemployed,... if she argues with him,14.9
3746,Eritrea,M,Employed for cash,... if she goes out without telling him,14.9
3747,Eritrea,M,Employed for kind,... if she goes out without telling him,14.9
3748,Eritrea,M,Unemployed,... if she goes out without telling him,14.9
3749,Eritrea,M,Employed for cash,... if she neglects the children,14.9
3750,Eritrea,M,Employed for kind,... if she neglects the children,14.9
3751,Eritrea,M,Unemployed,... if she neglects the children,14.9
3752,Eritrea,M,Employed for cash,... if she refuses to have sex with him,14.9
3753,Eritrea,M,Employed for kind,... if she refuses to have sex with him,14.9
3754,Eritrea,M,Unemployed,... if she refuses to have sex with him,14.9
3783,Eswatini,F,Employed for cash,... if she burns the food,1.9
3790,Eswatini,F,Unemployed,... if she burns the food,3.6
3794,Eswatini,F,Employed for kind,... if she burns the food,5.4
3799,Eswatini,M,Employed for cash,... if she burns the food,2.5
3806,Eswatini,M,Unemployed,... if she burns the food,5.7
3808,Eswatini,M,Employed for kind,... if she burns the food,6.6
3845,Eswatini,F,Employed for cash,... for at least one specific reason,17.9
3846,Eswatini,F,Employed for kind,... for at least one specific reason,38.1
3847,Eswatini,F,Unemployed,... for at least one specific reason,26.4
3848,Eswatini,F,Employed for cash,... if she argues with him,13.9
3849,Eswatini,F,Employed for kind,... if she argues with him,29.0
3850,Eswatini,F,Unemployed,... if she argues with him,18.7
3851,Eswatini,F,Employed for cash,... if she goes out without telling him,5.4
3852,Eswatini,F,Employed for kind,... if she goes out without telling him,9.1
3853,Eswatini,F,Unemployed,... if she goes out without telling him,11.8
3854,Eswatini,F,Employed for cash,... if she neglects the children,7.4
3855,Eswatini,F,Employed for kind,... if she neglects the children,15.4
3856,Eswatini,F,Unemployed,... if she neglects the children,13.5
3857,Eswatini,F,Employed for cash,... if she refuses to have sex with him,2.9
3858,Eswatini,F,Employed for kind,... if she refuses to have sex with him,3.6
3859,Eswatini,F,Unemployed,... if she refuses to have sex with him,3.6
3920,Eswatini,M,Employed for cash,... for at least one specific reason,24.8
3921,Eswatini,M,Employed for kind,... for at least one specific reason,37.7
3922,Eswatini,M,Unemployed,... for at least one specific reason,38.1
3923,Eswatini,M,Employed for cash,... if she argues with him,17.9
3924,Eswatini,M,Employed for kind,... if she argues with him,26.8
3925,Eswatini,M,Unemployed,... if she argues with him,27.7
3926,Eswatini,M,Employed for cash,... if she goes out without telling him,11.6
3927,Eswatini,M,Employed for kind,... if she goes out without telling him,16.7
3928,Eswatini,M,Unemployed,... if she goes out without telling him,18.5
3929,Eswatini,M,Employed for cash,... if she neglects the children,11.3
3930,Eswatini,M,Employed for kind,... if she neglects the children,21.4
3931,Eswatini,M,Unemployed,... if she neglects the children,18.9
3932,Eswatini,M,Employed for cash,... if she refuses to have sex with him,3.0
3933,Eswatini,M,Employed for kind,... if she refuses to have sex with him,5.7
3934,Eswatini,M,Unemployed,... if she refuses to have sex with him,4.2
3963,Ethiopia,F,Employed for cash,... if she burns the food,30.2
3968,Ethiopia,F,Unemployed,... if she burns the food,40.0
3973,Ethiopia,F,Employed for kind,... if she burns the food,47.9
3978,Ethiopia,M,Unemployed,... if she burns the food,6.7
3979,Ethiopia,M,Employed for cash,... if she burns the food,7.7
3987,Ethiopia,M,Employed for kind,... if she burns the food,14.3
4025,Ethiopia,F,Employed for cash,... for at least one specific reason,54.6
4026,Ethiopia,F,Employed for kind,... for at least one specific reason,56.35000000000001
4027,Ethiopia,F,Unemployed,... for at least one specific reason,56.35000000000001
4028,Ethiopia,F,Employed for cash,... if she argues with him,33.8
4029,Ethiopia,F,Employed for kind,... if she argues with him,49.0
4030,Ethiopia,F,Unemployed,... if she argues with him,42.4
4031,Ethiopia,F,Employed for cash,... if she goes out without telling him,36.0
4032,Ethiopia,F,Employed for kind,... if she goes out without telling him,46.5
4033,Ethiopia,F,Unemployed,... if she goes out without telling him,45.2
4034,Ethiopia,F,Employed for cash,... if she neglects the children,40.7
4035,Ethiopia,F,Employed for kind,... if she neglects the children,53.1
4036,Ethiopia,F,Unemployed,... if she neglects the children,47.7
4037,Ethiopia,F,Employed for cash,... if she refuses to have sex with him,25.7
4038,Ethiopia,F,Employed for kind,... if she refuses to have sex with him,41.4
4039,Ethiopia,F,Unemployed,... if she refuses to have sex with him,35.4
4100,Ethiopia,M,Employed for cash,... for at least one specific reason,17.5
4101,Ethiopia,M,Employed for kind,... for at least one specific reason,33.6
4102,Ethiopia,M,Unemployed,... for at least one specific reason,20.9
4103,Ethiopia,M,Employed for cash,... if she argues with him,9.3
4104,Ethiopia,M,Employed for kind,... if she argues with him,19.9
4105,Ethiopia,M,Unemployed,... if she argues with him,11.7
4106,Ethiopia,M,Employed for cash,... if she goes out without telling him,10.6
4107,Ethiopia,M,Employed for kind,... if she goes out without telling him,20.5
4108,Ethiopia,M,Unemployed,... if she goes out without telling him,11.5
4109,Ethiopia,M,Employed for cash,... if she neglects the children,11.6
4110,Ethiopia,M,Employed for kind,... if she neglects the children,23.4
4111,Ethiopia,M,Unemployed,... if she neglects the children,14.9
4112,Ethiopia,M,Employed for cash,... if she refuses to have sex with him,8.0
4113,Ethiopia,M,Employed for kind,... if she refuses to have sex with him,15.3
4114,Ethiopia,M,Unemployed,... if she refuses to have sex with him,9.0
4145,Gabon,F,Employed for cash,... if she burns the food,10.4
4148,Gabon,F,Unemployed,... if she burns the food,10.6
4150,Gabon,F,Employed for kind,... if she burns the food,12.0
4156,Gabon,M,Employed for kind,... if she burns the food,5.0
4160,Gabon,M,Employed for cash,... if she burns the food,6.5
4167,Gabon,M,Unemployed,... if she burns the food,8.2
4205,Gabon,F,Employed for cash,... for at least one specific reason,48.8
4206,Gabon,F,Employed for kind,... for at least one specific reason,56.35000000000001
4207,Gabon,F,Unemployed,... for at least one specific reason,50.5
4208,Gabon,F,Employed for cash,... if she argues with him,26.3
4209,Gabon,F,Employed for kind,... if she argues with him,31.7
4210,Gabon,F,Unemployed,... if she argues with him,25.1
4211,Gabon,F,Employed for cash,... if she goes out without telling him,18.6
4212,Gabon,F,Employed for kind,... if she goes out without telling him,26.8
4213,Gabon,F,Unemployed,... if she goes out without telling him,18.4
4214,Gabon,F,Employed for cash,... if she neglects the children,38.2
4215,Gabon,F,Employed for kind,... if she neglects the children,48.3
4216,Gabon,F,Unemployed,... if she neglects the children,40.8
4217,Gabon,F,Employed for cash,... if she refuses to have sex with him,10.4
4218,Gabon,F,Employed for kind,... if she refuses to have sex with him,12.3
4219,Gabon,F,Unemployed,... if she refuses to have sex with him,7.1
4280,Gabon,M,Employed for cash,... for at least one specific reason,39.5
4281,Gabon,M,Employed for kind,... for at least one specific reason,44.1
4282,Gabon,M,Unemployed,... for at least one specific reason,39.6
4283,Gabon,M,Employed for cash,... if she argues with him,20.1
4284,Gabon,M,Employed for kind,... if she argues with him,16.5
4285,Gabon,M,Unemployed,... if she argues with him,18.8
4286,Gabon,M,Employed for cash,... if she goes out without telling him,14.1
4287,Gabon,M,Employed for kind,... if she goes out without telling him,13.3
4288,Gabon,M,Unemployed,... if she goes out without telling him,14.1
4289,Gabon,M,Employed for cash,... if she neglects the children,28.5
4290,Gabon,M,Employed for kind,... if she neglects the children,37.8
4291,Gabon,M,Unemployed,... if she neglects the children,29.3
4292,Gabon,M,Employed for cash,... if she refuses to have sex with him,5.4
4293,Gabon,M,Employed for kind,... if she refuses to have sex with him,6.8
4294,Gabon,M,Unemployed,... if she refuses to have sex with him,7.1
4324,Gambia,F,Unemployed,... if she burns the food,8.8
4330,Gambia,F,Employed for kind,... if she burns the food,12.1
4331,Gambia,F,Employed for cash,... if she burns the food,12.5
4341,Gambia,M,Employed for cash,... if she burns the food,4.3
4346,Gambia,M,Unemployed,... if she burns the food,9.7
4349,Gambia,M,Employed for kind,... if she burns the food,10.7
4385,Gambia,F,Employed for cash,... for at least one specific reason,56.35000000000001
4386,Gambia,F,Employed for kind,... for at least one specific reason,56.35000000000001
4387,Gambia,F,Unemployed,... for at least one specific reason,52.8
4388,Gambia,F,Employed for cash,... if she argues with him,27.8
4389,Gambia,F,Employed for kind,... if she argues with him,30.2
4390,Gambia,F,Unemployed,... if she argues with him,20.2
4391,Gambia,F,Employed for cash,... if she goes out without telling him,47.2
4392,Gambia,F,Employed for kind,... if she goes out without telling him,53.1
4393,Gambia,F,Unemployed,... if she goes out without telling him,36.4
4394,Gambia,F,Employed for cash,... if she neglects the children,39.8
4395,Gambia,F,Employed for kind,... if she neglects the children,44.6
4396,Gambia,F,Unemployed,... if she neglects the children,30.4
4397,Gambia,F,Employed for cash,... if she refuses to have sex with him,49.6
